"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"3030",86761,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3031",86762,1,2,2,2,2,2,2,2,2,12,4.45,3,1,NA,1
"3032",86763,1,2,2,2,2,2,2,2,2,8,1.69,2,2,2,3
"3033",86764,1,2,2,1,2,2,2,2,2,4,0.73,1,1,NA,1
"3034",86765,1,2,2,2,2,2,2,2,2,5,0.84,1,2,2,1
"3035",86766,1,2,2,2,2,2,2,2,2,3,0.72,1,2,1,1
"3036",86767,1,2,2,2,2,2,2,2,1,1,0.35,1,2,1,2
"3037",86768,1,2,2,2,2,2,2,2,2,11,2.39,3,2,1,1
"3038",86769,1,1,2,2,2,2,2,2,2,10,2.32,3,2,1,1
"3039",86770,1,2,2,2,2,2,2,1,2,9,1.47,2,1,NA,9
"3040",86771,1,2,2,2,2,1,2,2,1,3,0.33,1,2,1,1
"3041",86772,2,2,1,1,2,2,2,2,1,99,NA,3,2,1,2
"3042",86773,1,2,1,2,1,2,2,2,1,99,NA,1,2,1,1
"3043",86774,1,2,2,2,2,2,2,2,2,7,1.67,2,2,2,1
"3044",86775,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1,1
"3045",86776,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
"3046",86777,9,2,1,2,2,1,2,2,2,3,0.71,1,2,1,1
"3047",86778,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"3048",86779,2,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
"3049",86780,1,2,2,2,2,2,1,2,2,3,0.4,1,2,1,1
"3050",86781,1,2,2,2,2,2,2,2,1,10,2.32,3,2,2,1
"3051",86782,1,1,2,2,2,2,2,2,2,7,0.95,1,2,1,1
"3052",86783,1,2,2,2,2,2,2,2,1,6,1.04,1,2,1,1
"3053",86784,2,2,2,2,1,2,2,1,2,1,0,1,1,NA,1
"3054",86785,1,2,2,2,2,2,2,2,2,8,2.38,3,2,1,4
"3055",86786,1,1,2,2,2,2,2,2,2,8,1.31,2,2,1,9
"3056",86787,2,2,1,2,2,2,2,2,2,3,0.83,1,2,2,1
"3057",86788,1,2,2,2,2,2,2,2,2,77,NA,7,2,1,1
"3058",86789,1,1,2,2,2,2,2,2,1,8,1.47,2,2,1,1
"3059",86790,1,2,2,2,2,2,2,2,2,6,1.61,2,1,NA,1
"3060",86791,2,2,2,2,2,1,2,2,2,3,0.9,1,2,1,4
"3061",86792,1,2,2,2,2,2,2,2,2,11,5,3,2,1,1
"3062",86793,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"3063",86794,2,2,1,2,2,2,2,2,2,3,0.86,1,2,1,6
"3064",86795,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"3065",86796,1,2,2,2,2,2,2,2,2,10,1.96,3,2,2,1
"3066",86797,1,1,2,2,2,2,2,2,2,5,1.19,1,2,1,1
"3067",86798,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3068",86799,2,2,1,2,2,2,1,2,2,4,0.78,1,2,1,3
"3069",86800,2,1,2,2,2,2,2,2,2,5,0.99,1,1,NA,1
"3070",86801,1,1,1,2,2,2,2,2,2,8,1.32,2,2,3,2
"3071",86802,1,2,1,1,2,2,2,2,2,5,0.59,1,2,1,1
"3072",86803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073",86804,1,2,2,2,2,2,2,1,2,10,2.96,3,1,NA,1
"3074",86805,1,2,2,2,2,2,1,2,2,5,0.74,1,2,1,1
"3075",86806,2,2,1,2,2,2,2,2,2,4,0.97,1,2,3,3
"3076",86807,1,1,1,2,2,1,2,2,2,5,0.74,1,2,1,7
"3077",86808,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"3078",86809,1,2,2,2,2,2,2,1,1,1,0,1,1,NA,1
"3079",86810,1,2,2,2,2,2,2,2,1,10,2.32,3,2,2,1
"3080",86811,1,2,2,2,2,2,2,2,1,12,4.95,3,1,NA,1
"3081",86812,1,2,2,2,1,2,2,1,2,11,2.48,3,2,1,1
"3082",86813,1,2,2,2,2,2,2,2,1,99,NA,1,2,1,1
"3083",86814,2,2,1,2,2,2,2,2,2,2,0.76,1,2,1,1
"3084",86815,1,2,2,2,2,2,2,2,2,5,0.99,1,2,1,1
"3085",86816,1,2,1,2,2,2,2,1,2,12,5,3,1,NA,1
"3086",86817,1,2,2,2,2,2,2,2,2,77,NA,7,2,1,1
"3087",86818,1,2,2,2,2,2,2,2,2,77,NA,1,2,1,1
"3088",86819,1,2,2,2,2,2,2,2,2,7,1.48,2,2,3,1
"3089",86820,1,2,2,2,2,1,2,2,2,12,5,3,1,NA,1
"3090",86821,2,2,1,1,2,2,1,2,2,7,1.79,2,2,1,2
"3091",86822,1,2,2,2,2,2,2,1,2,12,4,3,1,NA,1
"3092",86823,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"3093",86824,1,2,1,2,1,2,2,1,2,8,3.01,3,1,NA,1
"3094",86825,1,2,2,2,2,2,2,2,2,10,2.32,3,2,1,1
"3095",86826,2,2,1,2,1,2,2,1,2,9,3.67,3,1,NA,1
"3096",86827,2,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"3097",86828,1,1,2,2,2,2,2,2,1,11,3.38,3,2,1,1
"3098",86829,1,2,2,2,2,2,2,2,1,11,2.57,3,2,3,1
"3099",86830,1,2,1,2,1,2,2,1,2,4,1.13,1,2,1,1
"3100",86831,1,2,2,2,2,1,1,2,2,6,0.69,1,2,1,1
"3101",86832,2,2,1,1,2,1,2,2,2,5,0.74,1,2,1,4
"3102",86833,1,2,2,2,2,2,2,1,2,10,4.49,3,1,NA,1
"3103",86834,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"3104",86835,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
"3105",86836,2,2,2,2,2,2,2,2,2,2,0.18,1,7,NA,1
"3106",86837,1,1,2,2,2,2,2,2,2,6,1.09,1,2,1,2
"3107",86838,1,2,2,2,2,2,2,2,2,12,5,3,2,3,1
"3108",86839,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,4
"3109",86840,1,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
"3110",86841,1,2,2,2,2,2,2,2,1,10,2.53,3,2,1,1
"3111",86842,1,2,2,2,2,2,2,2,2,7,1.91,3,2,1,2
"3112",86843,1,2,2,2,2,2,2,1,1,9,2.11,3,2,1,1
"3113",86844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114",86845,1,2,2,2,2,2,2,2,2,6,1.61,2,1,NA,1
"3115",86846,1,2,2,2,2,2,2,2,2,12,3.68,3,2,2,1
"3116",86847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3117",86848,2,2,2,2,2,1,2,2,2,2,0.51,1,2,1,1
"3118",86849,1,2,2,2,2,2,2,2,2,6,0.81,1,7,NA,1
"3119",86850,1,1,2,2,2,2,2,2,2,7,1.27,1,2,1,1
"3120",86851,2,2,1,2,2,1,2,2,2,4,0.68,1,2,1,1
"3121",86852,1,2,2,2,2,2,2,2,2,10,2.67,3,1,NA,1
"3122",86853,1,2,2,2,2,2,2,2,2,8,2.22,3,2,1,1
"3123",86854,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1
"3124",86855,1,2,2,2,2,2,2,2,2,6,1.24,1,2,1,1
"3125",86856,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3126",86857,1,2,2,2,2,2,2,2,2,9,2.57,3,2,1,1
"3127",86858,1,2,2,2,2,2,2,2,2,11,3.22,3,2,3,1
"3128",86859,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,3
"3129",86860,1,2,2,2,2,2,2,1,2,11,3.38,3,1,NA,1
"3130",86861,1,2,2,2,2,2,2,2,2,6,1.31,2,2,1,1
"3131",86862,2,1,2,2,2,2,2,2,2,3,0.37,1,2,1,1
"3132",86863,1,1,1,2,9,9,2,9,2,10,2.03,3,9,NA,1
"3133",86864,2,1,2,2,2,2,2,2,2,4,0.89,1,2,1,2
"3134",86865,1,2,2,2,2,2,2,2,1,9,2.47,3,2,1,1
"3135",86866,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,4
"3136",86867,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1,1
"3137",86868,1,2,2,2,2,2,2,2,2,11,2.66,3,2,2,1
"3138",86869,1,1,2,2,2,2,2,1,2,12,5,3,2,4,1
"3139",86870,2,2,1,1,1,1,2,2,2,99,NA,2,2,1,1
"3140",86871,2,2,1,2,1,2,2,2,2,5,1.82,2,2,3,1
"3141",86872,1,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
"3142",86873,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
"3143",86874,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
"3144",86875,1,2,2,2,2,1,2,2,2,5,0.94,1,2,1,1
"3145",86876,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3146",86877,1,1,2,2,2,2,2,2,2,12,5,3,2,2,1
"3147",86878,2,2,1,2,2,2,2,1,2,7,2.25,3,1,NA,1
"3148",86879,1,1,2,2,2,1,2,2,2,2,0.51,1,2,1,3
"3149",86880,1,1,2,2,2,2,2,2,2,12,4.22,3,1,NA,1
"3150",86881,1,2,2,2,2,2,2,2,2,3,0.49,1,2,1,2
"3151",86882,1,1,2,2,2,2,2,2,2,4,0.96,1,2,1,1
"3152",86883,1,2,2,2,2,2,2,2,2,11,3.22,3,2,3,1
"3153",86884,2,2,1,2,2,1,1,2,2,3,0.44,1,2,1,1
"3154",86885,1,1,1,2,2,1,2,2,2,4,0.95,1,2,77,1
"3155",86886,1,2,2,2,2,2,2,2,2,3,1.22,1,2,1,7
"3156",86887,2,1,2,2,2,2,2,2,2,3,0.82,1,2,3,1
"3157",86888,1,2,1,1,1,2,2,2,1,3,1.21,1,2,1,1
"3158",86889,1,2,2,2,2,2,2,2,1,1,0.16,1,2,1,1
"3159",86890,1,2,1,2,2,1,1,2,2,5,0.66,1,2,1,1
"3160",86891,1,1,2,2,2,2,2,2,1,7,0.98,1,2,1,1
"3161",86892,1,2,2,1,2,2,2,2,1,6,1.01,1,2,1,1
"3162",86893,1,2,2,2,2,2,2,2,1,5,0.99,1,2,1,1
"3163",86894,1,2,2,2,2,2,2,2,2,7,1.18,1,2,1,1
"3164",86895,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
"3165",86896,1,2,2,2,2,2,2,1,1,12,5,3,2,4,1
"3166",86897,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"3167",86898,2,2,1,2,2,2,2,1,2,3,1.18,1,2,1,1
"3168",86899,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1,1
"3169",86900,1,2,1,2,2,2,2,2,2,9,2.48,3,2,1,1
"3170",86901,1,2,2,2,2,2,2,2,1,8,1.98,3,2,3,1
"3171",86902,2,2,1,2,1,2,2,2,2,3,1.11,1,2,1,3
"3172",86903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3173",86904,1,1,2,2,2,2,2,2,2,8,1.31,2,2,1,9
"3174",86905,1,2,2,2,2,2,2,2,2,8,3.16,3,2,4,1
"3175",86906,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,1
"3176",86907,1,1,2,2,2,2,2,2,2,9,1.92,3,2,2,1
"3177",86908,1,2,2,2,2,2,2,2,2,8,3.01,3,2,5,1
"3178",86909,1,2,2,2,2,2,2,1,2,99,NA,3,2,3,1
"3179",86910,1,2,2,2,2,2,2,2,2,3,0.41,1,2,1,1
"3180",86911,2,2,2,1,2,2,2,2,2,6,2.24,3,2,2,1
"3181",86912,1,1,2,2,2,2,2,2,1,2,0.31,1,2,1,1
"3182",86913,1,1,1,2,2,2,2,1,2,99,NA,3,1,NA,1
"3183",86914,1,2,2,2,2,2,2,2,2,9,2.11,3,2,3,1
"3184",86915,1,1,2,2,2,2,2,2,2,1,0.06,1,2,1,7
"3185",86916,2,2,1,2,2,2,1,2,2,99,NA,9,2,1,3
"3186",86917,1,2,1,2,2,2,2,2,2,11,4.12,3,2,2,1
"3187",86918,1,2,2,2,2,1,2,2,2,7,1.83,2,2,1,1
"3188",86919,1,1,2,2,2,2,2,1,2,11,3.51,3,1,NA,1
"3189",86920,1,1,2,2,2,2,2,1,2,2,0.42,1,1,NA,1
"3190",86921,1,2,2,2,2,2,2,1,2,8,2.23,3,1,NA,1
"3191",86922,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,6
"3192",86923,1,2,2,2,2,2,2,1,2,12,4.95,3,1,NA,1
"3193",86924,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"3194",86925,1,2,1,2,1,1,2,2,2,99,NA,9,2,4,1
"3195",86926,1,2,2,2,2,2,2,2,1,7,1.11,1,2,1,1
"3196",86927,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"3197",86928,2,2,1,2,2,1,2,2,2,4,1.62,2,2,1,1
"3198",86929,1,1,2,2,2,2,2,1,2,11,2.58,3,1,NA,1
"3199",86930,1,2,2,2,2,2,2,2,2,10,5,3,2,1,1
"3200",86931,2,2,1,1,2,2,2,1,2,7,2.62,3,1,NA,1
"3201",86932,1,2,1,2,1,2,2,1,1,11,3.46,3,1,NA,1
"3202",86933,1,2,2,2,2,2,2,2,2,4,0.74,1,2,1,2
"3203",86934,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3204",86935,2,1,1,2,2,2,2,2,2,12,4.95,3,1,NA,1
"3205",86936,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"3206",86937,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"3207",86938,1,1,2,2,2,2,2,1,2,12,5,3,2,4,1
"3208",86939,1,2,2,2,2,2,2,2,2,3,1.12,1,2,1,4
"3209",86940,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
"3210",86941,1,2,2,2,2,2,2,2,2,99,NA,1,2,2,1
"3211",86942,2,2,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,3
"3212",86943,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"3213",86944,1,2,2,2,2,2,2,2,2,7,1.18,1,2,1,5
"3214",86945,1,1,2,2,2,2,1,2,2,5,0.74,1,2,1,1
"3215",86946,1,2,2,2,2,2,2,2,2,4,0.52,1,2,1,1
"3216",86947,1,2,2,2,2,2,2,2,2,7,1.79,2,2,3,1
"3217",86948,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"3218",86949,2,2,1,2,2,2,2,2,2,99,NA,3,1,NA,1
"3219",86950,1,2,1,2,2,2,2,1,2,77,NA,3,1,NA,1
"3220",86951,1,2,2,2,2,2,2,1,2,2,0.36,1,2,1,3
"3221",86952,2,2,1,2,2,2,2,2,2,3,1.24,1,2,1,1
"3222",86953,1,1,2,2,2,2,2,2,1,7,1.25,1,2,1,1
"3223",86954,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3224",86955,1,2,1,2,1,2,2,2,2,12,4.79,3,2,4,1
"3225",86956,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,1
"3226",86957,2,1,9,9,2,2,1,2,2,99,NA,9,2,99,6
"3227",86958,2,2,1,1,2,2,2,2,2,5,0.71,1,2,1,1
"3228",86959,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3229",86960,1,2,2,2,2,2,2,1,2,1,0,1,1,NA,1
"3230",86961,1,2,2,2,2,2,2,2,2,6,2.55,3,2,1,4
"3231",86962,1,2,2,2,2,1,1,2,2,3,0.22,1,2,1,1
"3232",86963,1,2,2,2,2,2,2,2,2,2,0.23,1,2,1,1
"3233",86964,1,2,2,2,2,2,2,2,2,11,2.74,3,2,2,1
"3234",86965,1,1,1,2,2,2,2,2,1,5,0.44,1,2,2,1
"3235",86966,2,2,1,2,1,2,2,1,2,7,2.96,3,2,1,1
"3236",86967,1,2,2,2,1,2,2,1,2,9,3.75,3,2,4,1
"3237",86968,1,2,2,2,2,2,2,2,2,2,0.61,1,2,1,2
"3238",86969,1,1,2,2,2,2,2,1,1,10,3.58,3,2,1,1
"3239",86970,1,2,2,2,2,2,2,1,2,11,3.95,3,1,NA,4
"3240",86971,1,1,2,2,2,2,2,9,2,11,3.87,3,2,1,1
"3241",86972,1,2,2,2,2,2,2,2,2,10,2.97,3,1,NA,1
"3242",86973,1,1,2,2,2,2,2,2,2,6,1.14,1,2,1,1
"3243",86974,1,1,2,2,2,2,2,2,2,7,1.79,2,2,1,1
"3244",86975,1,1,2,2,2,2,2,1,2,8,1.98,3,2,1,1
"3245",86976,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"3246",86977,1,2,2,2,2,2,2,2,2,99,NA,3,2,99,1
"3247",86978,1,1,2,2,2,2,2,2,1,4,0.79,1,2,1,1
"3248",86979,1,2,2,2,2,2,2,2,1,8,2.39,3,2,1,1
"3249",86980,2,1,2,2,2,2,2,1,2,6,2.55,3,1,NA,1
"3250",86981,1,1,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"3251",86982,1,2,2,2,1,2,2,1,2,11,2.48,3,2,1,1
"3252",86983,1,2,2,2,2,2,2,1,2,5,1.19,1,1,NA,1
"3253",86984,1,2,2,2,2,1,2,2,2,6,1.06,1,2,1,1
"3254",86985,1,2,2,2,2,2,2,1,2,4,1.31,2,1,NA,1
"3255",86986,1,2,2,2,2,2,2,2,2,5,0.59,1,2,1,1
"3256",86987,1,1,1,2,1,2,2,1,2,6,2.03,3,1,NA,1
"3257",86988,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"3258",86989,2,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"3259",86990,1,2,2,2,2,2,2,2,1,11,2.57,3,2,3,1
"3260",86991,2,2,1,2,1,2,2,2,2,99,NA,2,9,NA,3
"3261",86992,1,2,2,2,2,2,2,2,2,7,3.03,3,1,NA,1
"3262",86993,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3263",86994,1,2,2,2,2,2,2,2,2,5,1.28,1,2,3,1
"3264",86995,2,2,2,2,2,2,2,1,2,99,NA,3,1,NA,4
"3265",86996,1,2,2,2,2,2,2,2,2,10,2.97,3,2,1,1
"3266",86997,1,2,2,2,2,2,2,2,2,7,2.26,3,2,2,1
"3267",86998,1,2,1,2,1,2,2,2,2,9,3.75,3,2,2,1
"3268",86999,2,2,1,2,1,2,2,2,2,7,2.98,3,2,1,4
"3269",87000,1,2,1,2,1,2,2,2,2,11,5,3,2,3,1
"3270",87001,1,2,2,2,2,2,2,2,1,11,5,3,1,NA,1
"3271",87002,1,2,2,2,2,2,2,1,1,10,3.57,3,1,NA,1
"3272",87003,1,2,2,2,2,2,2,9,2,NA,NA,NA,NA,NA,1
"3273",87004,1,2,2,2,2,2,2,2,2,7,1.18,1,2,1,1
"3274",87005,1,2,2,2,2,2,2,2,2,8,1.61,2,2,1,1
"3275",87006,1,2,2,2,2,2,2,2,2,1,0,1,1,NA,3
"3276",87007,1,2,2,2,2,2,2,2,2,11,3.46,3,1,NA,1
"3277",87008,2,2,2,2,2,2,2,2,2,7,3.03,3,2,4,1
"3278",87009,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"3279",87010,1,2,2,2,2,2,2,1,2,5,1.19,1,1,NA,1
"3280",87011,1,2,1,2,2,2,2,2,2,10,2.53,3,1,NA,1
"3281",87012,1,2,2,2,2,2,2,2,1,9,2.98,3,2,1,1
"3282",87013,1,2,1,2,2,2,1,2,2,4,0.48,1,2,1,2
"3283",87014,2,2,1,2,1,2,2,2,2,6,1.81,2,2,1,1
"3284",87015,2,2,1,2,2,2,2,2,2,6,1.5,2,2,1,1
"3285",87016,1,2,2,2,2,2,2,2,2,3,0.81,1,2,1,1
"3286",87017,1,2,2,2,2,2,2,2,1,12,4.94,3,1,NA,2
"3287",87018,1,2,1,2,2,2,2,1,1,10,3.58,3,1,NA,1
"3288",87019,9,2,2,2,1,2,2,2,2,99,NA,9,1,NA,1
"3289",87020,1,2,2,2,2,2,2,2,2,10,3.58,3,2,1,1
"3290",87021,1,2,1,2,2,2,2,2,2,4,1.2,1,2,1,1
"3291",87022,1,2,1,2,2,2,2,2,2,99,NA,3,2,1,1
"3292",87023,1,2,2,2,2,2,2,2,2,8,1.9,3,2,2,1
"3293",87024,2,2,1,2,2,1,2,1,2,7,2.55,3,1,NA,8
"3294",87025,1,2,2,2,2,2,2,2,2,5,0.89,1,2,1,1
"3295",87026,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
"3296",87027,1,2,2,2,2,2,2,2,1,9,1.84,2,2,2,1
"3297",87028,1,2,1,1,2,2,2,2,2,99,NA,1,1,NA,1
"3298",87029,1,2,2,2,2,2,2,2,2,3,0.41,1,2,1,1
"3299",87030,1,2,2,2,2,2,2,1,1,1,0.13,1,2,1,1
"3300",87031,1,2,1,1,2,2,2,1,2,11,2.96,3,1,NA,1
"3301",87032,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"3302",87033,1,2,2,2,2,2,2,2,2,7,1.79,2,1,NA,1
"3303",87034,1,2,2,2,2,2,2,2,1,9,1.84,2,1,NA,1
"3304",87035,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"3305",87036,1,2,2,2,2,2,2,1,2,99,NA,3,2,1,2
"3306",87037,1,2,2,2,2,1,2,2,1,3,0.29,1,2,1,1
"3307",87038,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3308",87039,1,2,2,2,2,2,2,2,2,11,4.76,3,1,NA,1
"3309",87040,1,1,2,2,2,2,2,2,1,7,1.14,1,2,2,1
"3310",87041,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1,1
"3311",87042,1,2,2,7,7,2,2,7,7,77,NA,7,7,NA,1
"3312",87043,1,1,2,2,2,2,2,2,1,6,1.18,1,1,NA,1
"3313",87044,1,2,2,2,2,1,2,2,2,7,1.1,1,2,1,1
"3314",87045,1,2,2,2,2,1,2,2,2,5,0.99,1,2,1,1
"3315",87046,1,2,2,2,2,2,2,2,2,7,1.73,2,2,2,1
"3316",87047,1,2,2,2,2,2,2,2,1,4,1.21,1,2,1,1
"3317",87048,2,2,1,1,2,2,2,2,2,5,2.04,3,2,2,1
"3318",87049,1,1,1,1,1,1,2,2,2,6,1.87,3,2,1,1
"3319",87050,1,2,2,2,2,2,1,2,2,5,0.72,1,2,1,1
"3320",87051,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1,1
"3321",87052,2,2,1,2,1,2,2,2,2,99,NA,3,2,77,1
"3322",87053,1,2,2,2,2,2,2,2,2,10,1.76,2,2,1,1
"3323",87054,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1,1
"3324",87055,2,2,1,2,1,2,2,2,2,8,3.09,3,2,2,1
"3325",87056,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1,1
"3326",87057,1,2,2,2,2,2,2,2,2,7,1.14,1,2,1,1
"3327",87058,1,2,2,2,2,2,2,2,2,7,1.08,1,2,1,1
"3328",87059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3329",87060,1,2,2,2,2,2,2,2,2,11,3.32,3,2,1,1
"3330",87061,2,2,1,2,1,2,2,2,2,4,1.13,1,2,1,1
"3331",87062,1,2,2,2,2,2,2,2,2,2,0.35,1,2,1,1
"3332",87063,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
"3333",87064,2,2,1,2,2,1,2,2,2,2,0.75,1,2,1,4
"3334",87065,2,2,2,2,2,1,2,2,2,2,0.42,1,2,1,3
"3335",87066,1,2,2,2,2,2,2,2,2,8,1.98,3,2,3,1
"3336",87067,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,1
"3337",87068,1,2,2,2,2,2,2,2,2,8,2.22,3,2,1,1
"3338",87069,1,2,2,2,2,2,2,2,2,77,NA,1,2,1,1
"3339",87070,1,2,1,1,2,2,2,2,2,6,0.92,1,2,1,1
"3340",87071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341",87072,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"3342",87073,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"3343",87074,1,2,2,2,2,2,2,2,2,12,5,3,2,5,1
"3344",87075,1,2,2,2,2,2,2,2,1,3,0.49,1,2,1,1
"3345",87076,1,2,2,2,2,1,1,2,2,6,0.93,1,2,1,1
"3346",87077,1,2,1,2,2,2,2,2,2,9,1.33,2,2,2,1
"3347",87078,1,2,1,1,2,2,2,2,1,3,0.44,1,2,1,1
"3348",87079,2,2,1,1,2,2,2,2,2,5,1.36,2,2,1,1
"3349",87080,1,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
"3350",87081,1,1,2,2,2,2,2,2,2,9,1.63,2,2,1,1
"3351",87082,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
"3352",87083,1,2,2,2,2,2,2,2,2,8,2.38,3,1,NA,1
"3353",87084,1,2,2,2,2,2,2,1,2,4,1.43,2,2,1,1
"3354",87085,1,2,2,2,2,2,2,2,2,4,0.52,1,2,2,4
"3355",87086,1,2,2,2,2,2,2,2,1,7,1.09,1,2,1,1
"3356",87087,1,2,2,2,2,2,2,9,2,99,NA,3,1,NA,1
"3357",87088,1,2,2,2,2,2,2,2,2,6,1.49,2,2,1,3
"3358",87089,2,2,1,1,2,1,2,2,1,3,0.65,1,2,1,4
"3359",87090,1,2,2,2,2,2,2,2,2,7,2.64,3,2,1,1
"3360",87091,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
"3361",87092,1,2,2,2,2,2,2,2,2,7,1.29,1,2,1,1
"3362",87093,1,2,2,2,2,2,2,2,2,4,0.59,1,2,1,1
"3363",87094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3364",87095,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,2
"3365",87096,1,2,2,2,2,2,2,2,2,10,2.67,3,1,NA,1
"3366",87097,1,2,2,2,2,2,2,1,2,12,4.95,3,1,NA,1
"3367",87098,1,2,2,2,1,2,2,2,1,10,2.96,3,1,NA,1
"3368",87099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369",87100,1,7,7,7,7,7,7,7,7,77,NA,2,7,NA,1
"3370",87101,1,2,2,2,2,2,2,2,2,12,3.98,3,1,NA,1
"3371",87102,7,7,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
"3372",87103,1,2,2,1,1,2,2,2,2,11,3.46,3,2,1,1
"3373",87104,1,1,2,2,2,2,2,2,2,9,2.27,3,2,1,1
"3374",87105,1,2,2,2,2,2,2,2,2,12,5,3,2,3,1
"3375",87106,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3376",87107,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"3377",87108,1,2,2,1,2,2,2,2,2,12,5,3,1,NA,1
"3378",87109,1,2,1,2,2,2,2,1,2,8,3.31,3,2,4,4
"3379",87110,1,2,2,2,2,2,2,1,2,9,2.28,3,2,4,1
"3380",87111,1,2,1,1,2,2,2,2,2,8,3.37,3,2,1,1
"3381",87112,2,2,2,2,2,2,2,2,1,1,0.1,1,2,1,6
"3382",87113,1,2,1,2,2,2,1,2,2,7,1.27,1,2,1,1
