"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"5090",88821,1,2,2,2,2,2,2,2,2,9,2.47,3,2,5,1
"5091",88822,1,2,2,2,2,2,2,2,2,5,0.72,1,2,1,1
"5092",88823,2,2,1,2,1,2,2,1,2,6,2.42,3,2,1,1
"5093",88824,1,2,2,2,2,2,2,2,1,9,2.37,3,2,4,1
"5094",88825,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"5095",88826,1,1,2,2,2,2,2,1,2,11,4.76,3,1,NA,1
"5096",88827,1,1,2,2,2,2,2,1,2,7,1.93,3,1,NA,1
"5097",88828,1,2,1,2,2,2,2,2,2,9,1.27,1,1,NA,1
"5098",88829,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
"5099",88830,9,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"5100",88831,1,2,2,2,2,2,2,2,2,5,0.66,1,2,1,4
"5101",88832,1,1,2,2,2,2,2,1,2,6,1.09,1,1,NA,1
"5102",88833,1,2,2,2,2,2,2,2,2,8,2.69,3,1,NA,1
"5103",88834,1,2,2,2,2,2,2,2,2,6,1.24,1,2,1,1
"5104",88835,1,1,2,2,2,2,2,2,2,12,5,3,2,4,1
"5105",88836,2,2,1,2,2,2,2,1,2,8,3.01,3,1,NA,1
"5106",88837,1,2,2,2,2,1,2,2,1,10,2.87,3,2,2,1
"5107",88838,1,2,1,2,2,2,2,2,2,7,2.03,3,2,3,1
"5108",88839,1,2,2,2,2,2,2,2,2,4,0.49,1,2,1,1
"5109",88840,1,2,2,2,2,2,2,2,2,11,5,3,2,1,1
"5110",88841,1,2,2,2,2,2,2,2,2,4,0.46,1,2,1,1
"5111",88842,1,2,2,2,2,2,2,2,2,9,3.75,3,1,NA,1
"5112",88843,1,2,2,2,2,2,2,2,2,7,1.27,1,2,4,1
"5113",88844,1,2,1,2,1,2,2,2,2,99,NA,1,2,1,2
"5114",88845,1,1,1,2,1,2,2,1,1,11,5,3,1,NA,1
"5115",88846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5116",88847,2,2,1,2,2,2,2,2,2,3,1.25,1,2,1,1
"5117",88848,1,2,2,2,2,2,2,2,2,12,4.94,3,2,3,1
"5118",88849,1,2,1,2,2,2,2,2,2,7,1.29,1,2,2,1
"5119",88850,1,1,2,2,2,2,2,1,2,11,3.51,3,1,NA,1
"5120",88851,2,2,2,2,2,2,2,2,2,1,0,1,2,1,2
"5121",88852,1,1,2,2,2,2,2,2,2,99,NA,9,2,1,1
"5122",88853,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"5123",88854,1,2,2,2,2,2,2,2,2,10,4.52,3,2,1,1
"5124",88855,1,1,2,2,2,2,1,2,2,3,0.45,1,2,1,1
"5125",88856,1,2,2,2,2,2,2,2,2,4,0.83,1,2,1,1
"5126",88857,1,2,1,2,2,2,2,1,1,99,NA,9,1,NA,1
"5127",88858,2,2,1,1,2,1,2,2,2,5,0.74,1,2,1,4
"5128",88859,2,2,1,2,2,2,2,2,2,4,1.29,1,2,1,3
"5129",88860,1,2,2,2,2,2,2,2,1,11,2.57,3,2,3,1
"5130",88861,2,2,2,2,2,2,2,2,1,4,1.52,2,2,1,66
"5131",88862,1,2,2,2,2,9,2,2,2,99,NA,9,2,1,1
"5132",88863,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,1
"5133",88864,1,2,2,2,2,1,2,2,2,7,1.83,2,2,1,1
"5134",88865,1,2,2,2,2,2,2,2,2,7,1.44,2,2,1,1
"5135",88866,9,9,9,2,2,2,2,2,2,99,NA,9,2,1,1
"5136",88867,1,1,2,2,2,2,2,2,2,11,3.46,3,2,2,1
"5137",88868,1,2,2,2,2,2,2,2,1,4,0.59,1,2,1,1
"5138",88869,1,2,2,2,2,2,2,2,1,7,1.48,2,2,3,1
"5139",88870,2,2,2,2,2,2,2,2,2,7,3.03,3,2,1,1
"5140",88871,1,2,2,2,2,2,2,2,2,11,4.17,3,2,2,1
"5141",88872,1,2,2,2,2,2,2,2,2,6,1.24,1,2,1,1
"5142",88873,1,2,2,2,2,2,1,2,2,5,0.65,1,2,1,1
"5143",88874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5144",88875,1,2,1,1,1,2,2,2,2,7,1.73,2,2,1,1
"5145",88876,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"5146",88877,1,2,2,2,2,1,2,2,2,6,1.23,1,2,1,1
"5147",88878,9,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"5148",88879,2,2,2,2,2,1,1,2,2,2,0.42,1,2,1,4
"5149",88880,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"5150",88881,1,2,2,2,2,2,2,2,2,10,4.04,3,1,NA,1
"5151",88882,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5152",88883,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"5153",88884,1,2,2,2,2,2,2,1,2,10,3.4,3,1,NA,1
"5154",88885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5155",88886,1,1,2,2,2,2,2,2,2,9,2.11,3,2,2,1
"5156",88887,2,2,2,2,2,2,2,1,2,1,0,1,1,NA,1
"5157",88888,1,1,1,2,1,2,2,2,2,6,1.88,3,2,1,1
"5158",88889,1,2,1,2,2,2,2,2,2,7,1.79,2,2,2,1
"5159",88890,1,1,2,2,2,2,2,2,2,5,0.76,1,2,1,1
"5160",88891,1,2,2,2,2,2,2,2,2,6,2.65,3,2,1,7
"5161",88892,1,1,1,2,2,1,1,2,1,7,1.9,3,2,1,6
"5162",88893,1,1,2,2,2,2,2,2,2,99,NA,2,2,1,1
"5163",88894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5164",88895,1,2,2,1,2,2,2,2,2,7,1.11,1,2,1,1
"5165",88896,1,2,2,2,2,2,2,2,2,5,2.02,3,2,1,2
"5166",88897,1,2,2,2,2,2,2,2,2,9,5,3,1,NA,1
"5167",88898,1,2,2,2,2,2,2,2,2,10,2.97,3,2,3,1
"5168",88899,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5169",88900,1,2,2,2,2,2,2,2,2,10,2.96,3,1,NA,1
"5170",88901,1,2,2,2,2,2,2,2,2,9,2.57,3,2,1,1
"5171",88902,2,2,1,2,2,1,2,2,2,3,0.84,1,2,1,1
"5172",88903,1,2,2,2,2,2,2,2,2,8,4.55,3,2,3,1
"5173",88904,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5174",88905,1,2,2,2,2,2,2,2,1,99,NA,3,2,1,1
"5175",88906,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,2
"5176",88907,1,2,2,2,2,2,2,2,2,77,NA,1,2,1,1
"5177",88908,1,2,2,2,2,2,1,2,2,7,0.88,1,2,1,1
"5178",88909,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"5179",88910,1,2,2,2,2,2,2,2,2,7,3.03,3,1,NA,1
"5180",88911,1,1,2,2,2,2,2,1,2,8,1.88,3,1,NA,1
"5181",88912,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,3
"5182",88913,1,2,2,2,2,2,2,2,1,9,2.47,3,2,1,1
"5183",88914,1,2,2,2,2,2,2,1,2,3,0.82,1,2,5,1
"5184",88915,2,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"5185",88916,1,2,1,2,2,2,2,2,2,2,0.74,1,2,1,3
"5186",88917,1,1,1,2,2,1,1,2,1,7,1.48,2,2,1,1
"5187",88918,2,2,1,1,2,1,2,2,2,5,0.74,1,2,1,4
"5188",88919,2,2,1,1,2,2,2,2,2,99,NA,1,2,2,1
"5189",88920,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"5190",88921,1,2,2,2,2,2,2,2,2,5,0.98,1,1,NA,1
"5191",88922,1,2,2,1,2,2,2,1,2,10,3.39,3,1,NA,1
"5192",88923,1,1,2,2,2,2,2,1,2,11,4.18,3,1,NA,1
"5193",88924,2,2,2,2,2,2,2,2,2,9,5,3,1,NA,1
"5194",88925,1,2,1,2,2,2,2,2,2,10,5,3,1,NA,1
"5195",88926,2,1,1,2,1,2,2,1,2,11,5,3,1,NA,1
"5196",88927,2,1,2,2,2,2,2,2,1,1,0,1,2,1,3
"5197",88928,1,2,2,2,2,2,2,2,2,11,2.7,3,2,1,1
"5198",88929,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"5199",88930,1,2,2,2,2,2,2,2,2,6,1.87,3,2,99,1
"5200",88931,1,2,2,2,2,2,2,2,1,6,1.14,1,2,1,1
"5201",88932,1,1,1,2,2,1,2,2,1,6,1.18,1,2,1,2
"5202",88933,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"5203",88934,2,2,1,2,1,2,2,1,2,9,3.75,3,1,NA,1
"5204",88935,1,1,1,2,2,2,2,2,2,11,5,3,2,5,1
"5205",88936,1,2,2,2,2,2,2,2,2,11,3.38,3,2,1,1
"5206",88937,1,2,2,2,2,2,2,1,1,10,2.96,3,2,1,1
"5207",88938,1,2,2,2,2,2,2,2,2,8,2.38,3,2,1,1
"5208",88939,1,2,2,2,2,2,2,2,2,11,3.12,3,2,4,1
"5209",88940,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"5210",88941,1,2,1,2,2,2,1,2,2,6,1.05,1,2,1,1
"5211",88942,2,2,2,2,1,2,2,1,2,6,2.75,3,1,NA,1
"5212",88943,2,1,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"5213",88944,1,2,2,2,2,2,2,2,2,7,1.48,2,1,NA,1
"5214",88945,1,2,2,2,2,2,2,2,2,7,1.27,1,2,5,1
"5215",88946,1,2,1,2,2,2,2,2,2,11,4.12,3,2,2,1
"5216",88947,2,2,1,1,1,2,2,2,2,5,1.42,2,2,1,1
"5217",88948,1,2,2,2,2,2,2,2,2,7,2.14,3,2,1,1
"5218",88949,1,2,2,2,2,2,2,1,2,12,3.8,3,2,4,1
"5219",88950,2,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5220",88951,1,2,2,2,2,2,2,2,2,12,5,3,2,5,1
"5221",88952,1,2,1,2,2,2,2,1,2,99,NA,3,1,NA,1
"5222",88953,1,2,2,2,2,2,2,2,1,2,0.3,1,2,1,1
"5223",88954,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"5224",88955,1,1,2,2,2,2,2,2,2,3,0.86,1,2,1,1
"5225",88956,2,2,1,1,2,2,2,2,2,2,0.44,1,2,1,1
"5226",88957,1,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
"5227",88958,1,2,2,2,2,2,2,1,2,12,4.25,3,2,3,1
"5228",88959,1,2,2,2,2,2,2,2,2,6,1.09,1,2,2,1
"5229",88960,2,2,1,1,2,2,2,2,2,4,1.53,2,2,1,1
"5230",88961,1,2,2,2,2,2,2,2,2,3,1.02,1,2,1,6
"5231",88962,1,2,2,1,1,2,2,1,1,11,3.7,3,1,NA,1
"5232",88963,1,1,2,2,2,2,2,2,2,3,0.42,1,2,3,1
"5233",88964,1,2,1,2,2,2,2,2,2,7,1.48,2,2,1,1
"5234",88965,1,1,2,1,1,2,2,2,1,10,3.07,3,1,NA,1
"5235",88966,1,1,2,2,2,2,2,1,2,11,2,3,1,NA,1
"5236",88967,1,2,2,2,2,2,2,2,2,12,5,3,2,2,1
"5237",88968,1,2,2,2,2,2,2,1,2,11,2.95,3,1,NA,1
"5238",88969,1,1,2,2,2,2,2,2,2,7,1.48,2,2,2,1
"5239",88970,1,1,2,2,2,2,2,1,2,12,5,3,2,3,2
"5240",88971,1,2,2,2,2,2,2,2,2,99,NA,1,2,99,1
"5241",88972,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"5242",88973,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5243",88974,1,2,2,2,2,2,2,1,2,9,3.09,3,2,1,1
"5244",88975,1,2,2,2,2,2,2,2,1,77,NA,2,2,77,1
"5245",88976,1,2,2,2,2,2,2,2,1,4,0.48,1,2,1,1
"5246",88977,2,2,2,2,2,2,1,2,2,2,0.32,1,2,1,2
"5247",88978,1,2,2,2,2,2,2,2,2,4,0.47,1,2,1,1
"5248",88979,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5249",88980,1,2,2,2,2,2,2,2,2,7,2.64,3,2,1,1
"5250",88981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5251",88982,2,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"5252",88983,1,2,2,2,2,2,2,1,2,10,2.53,3,2,1,1
"5253",88984,1,2,2,2,2,2,2,2,2,5,0.95,1,2,1,1
"5254",88985,2,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5255",88986,1,2,2,2,2,2,2,2,2,3,1.11,1,2,1,2
"5256",88987,1,2,2,2,1,2,2,2,2,4,0.9,1,2,2,1
"5257",88988,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
"5258",88989,2,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
"5259",88990,1,2,2,2,2,2,2,2,2,3,0.81,1,2,1,1
"5260",88991,1,2,2,2,2,2,2,2,2,7,3.47,3,1,NA,1
"5261",88992,1,2,2,2,2,2,2,2,2,6,1.61,2,1,NA,1
"5262",88993,1,2,2,2,2,2,2,2,2,11,2.96,3,2,5,1
"5263",88994,1,2,2,2,2,2,2,2,2,4,0.55,1,2,1,1
"5264",88995,1,2,2,2,2,2,2,2,2,5,0.99,1,2,1,1
"5265",88996,1,2,2,2,2,2,1,2,2,12,3.64,3,2,2,1
"5266",88997,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5267",88998,7,2,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,1
"5268",88999,1,2,2,2,2,2,2,2,2,77,NA,1,2,1,1
"5269",89000,2,2,1,2,1,2,2,2,2,99,NA,9,1,NA,1
"5270",89001,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1,1
"5271",89002,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5272",89003,1,2,2,1,1,2,2,1,2,9,3.77,3,2,1,1
"5273",89004,1,2,2,2,2,2,2,2,2,7,1.14,1,2,1,1
"5274",89005,1,2,1,2,1,1,2,2,2,9,2.11,3,1,NA,1
"5275",89006,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
"5276",89007,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5277",89008,1,2,2,2,2,2,2,2,1,10,2.72,3,1,NA,1
"5278",89009,2,2,1,2,2,2,2,2,2,3,1.05,1,2,1,6
"5279",89010,1,2,2,2,2,2,2,2,2,7,1.67,2,2,2,1
"5280",89011,1,2,1,1,2,2,2,2,2,7,1.73,2,2,1,1
"5281",89012,1,2,2,2,2,2,2,1,2,2,0.36,1,2,1,3
"5282",89013,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5283",89014,1,2,2,7,7,2,2,7,7,77,NA,7,7,NA,1
"5284",89015,1,2,1,2,1,2,2,1,1,11,5,3,1,NA,1
"5285",89016,1,2,2,2,2,2,2,2,2,5,1.18,1,2,1,1
"5286",89017,1,2,1,2,2,2,2,2,2,7,1.48,2,2,1,1
"5287",89018,1,2,2,2,2,2,2,2,2,8,2.38,3,2,1,1
"5288",89019,1,1,2,2,2,2,2,2,2,5,2.02,3,2,1,4
"5289",89020,1,2,1,1,1,1,2,1,1,12,5,3,1,NA,2
"5290",89021,2,2,1,1,2,2,2,2,2,4,0.79,1,2,1,3
"5291",89022,1,1,1,2,2,2,2,2,2,6,1.96,3,2,1,1
"5292",89023,1,2,2,2,2,2,2,2,2,12,4.2,3,1,NA,1
"5293",89024,2,2,2,2,2,2,2,2,2,99,NA,3,2,99,4
"5294",89025,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"5295",89026,1,1,2,2,2,2,2,1,2,12,4.94,3,1,NA,1
"5296",89027,1,2,2,2,2,2,2,2,2,6,1.22,1,2,1,1
"5297",89028,1,2,2,2,2,2,2,1,2,8,2.39,3,2,5,1
"5298",89029,1,2,2,2,2,1,2,2,2,7,1.48,2,2,1,1
"5299",89030,1,1,2,2,2,2,2,1,2,77,NA,3,2,3,1
"5300",89031,1,2,2,2,2,2,2,2,2,11,3.22,3,2,3,1
"5301",89032,1,2,1,2,1,2,2,1,1,11,3.46,3,1,NA,1
"5302",89033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5303",89034,1,2,1,2,2,2,2,1,2,7,2.41,3,1,NA,1
"5304",89035,2,2,1,2,2,2,2,2,2,2,0.53,1,2,99,1
"5305",89036,1,1,2,2,2,2,2,2,2,8,1.98,3,1,NA,1
"5306",89037,2,2,1,2,2,1,2,2,2,6,1.01,1,2,1,1
"5307",89038,1,2,1,2,1,2,2,1,2,8,2.26,3,1,NA,1
"5308",89039,1,2,2,2,2,2,2,2,1,6,0.77,1,2,1,3
"5309",89040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5310",89041,1,1,2,2,2,2,2,2,1,9,1.84,2,2,3,1
"5311",89042,2,2,2,2,2,2,2,2,2,1,0,1,2,1,4
"5312",89043,1,2,2,2,2,2,2,2,2,12,5,3,2,3,1
"5313",89044,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5314",89045,2,2,2,2,2,2,1,2,2,3,0.29,1,2,1,2
"5315",89046,2,2,2,2,2,1,2,2,2,12,5,3,2,1,1
"5316",89047,1,2,2,2,2,2,2,2,2,7,3.57,3,2,2,1
"5317",89048,1,2,2,2,2,2,2,2,1,8,1.47,2,2,1,1
"5318",89049,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5319",89050,1,2,1,2,2,2,2,2,2,10,2.21,3,2,2,1
"5320",89051,1,2,1,1,1,2,2,1,1,8,2.38,3,1,NA,1
"5321",89052,1,1,1,2,2,2,2,2,2,5,0.74,1,2,1,1
"5322",89053,1,1,2,2,2,2,2,1,1,11,4.76,3,1,NA,1
"5323",89054,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2
"5324",89055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5325",89056,2,2,2,2,2,2,2,2,1,3,0.33,1,2,1,1
"5326",89057,1,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
"5327",89058,2,2,1,2,1,2,2,2,2,7,2.62,3,1,NA,1
"5328",89059,1,1,2,2,2,2,2,2,2,5,1.19,1,2,1,1
"5329",89060,1,2,2,2,2,2,2,2,2,99,NA,2,1,NA,1
"5330",89061,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5331",89062,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5332",89063,1,2,2,2,2,2,2,2,2,7,3.43,3,2,1,1
"5333",89064,2,2,1,2,2,2,2,2,2,4,1.67,2,2,1,1
"5334",89065,1,2,2,2,2,2,2,2,2,3,0.83,1,2,1,1
"5335",89066,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1,1
"5336",89067,1,1,2,2,2,2,2,2,2,7,1.73,2,1,NA,1
"5337",89068,1,2,1,2,1,2,2,2,2,10,2.96,3,2,1,1
"5338",89069,1,2,2,2,1,2,2,2,2,99,NA,3,1,NA,2
"5339",89070,1,2,1,2,2,2,2,2,2,4,0.9,1,2,1,1
"5340",89071,2,2,2,2,2,1,2,2,1,2,0.41,1,2,1,3
"5341",89072,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
"5342",89073,1,2,1,2,2,2,2,2,2,3,0.88,1,2,1,1
"5343",89074,1,2,2,2,2,2,2,2,1,8,1.17,1,2,1,2
"5344",89075,2,2,1,2,2,2,2,2,2,99,NA,1,2,1,1
"5345",89076,1,1,2,2,2,2,2,2,1,2,0.25,1,2,3,1
"5346",89077,2,2,1,1,1,2,2,2,2,7,2.08,3,1,NA,1
"5347",89078,1,2,2,2,2,2,2,1,1,7,1.48,2,2,1,1
"5348",89079,2,2,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,1
"5349",89080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5350",89081,2,2,2,2,2,2,2,2,2,1,0,1,2,1,4
"5351",89082,2,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5352",89083,1,1,2,2,2,2,2,2,2,10,2.62,3,1,NA,1
"5353",89084,2,2,1,1,1,1,2,2,2,3,0.78,1,2,1,1
"5354",89085,1,2,2,2,2,2,2,2,2,9,1.77,2,2,2,1
"5355",89086,1,2,2,2,2,2,2,2,2,8,1.77,2,2,1,1
"5356",89087,1,1,2,2,2,2,2,2,2,7,2.26,3,2,4,1
"5357",89088,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"5358",89089,1,2,2,1,2,1,2,2,1,9,1.99,3,2,2,1
"5359",89090,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5360",89091,2,2,2,1,2,1,2,2,2,2,0.71,1,2,1,1
"5361",89092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5362",89093,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"5363",89094,1,2,2,2,2,1,2,2,2,4,0.64,1,2,1,1
"5364",89095,1,2,2,2,2,2,2,2,2,8,2.38,3,2,1,1
"5365",89096,2,2,1,2,2,2,2,2,2,3,0.75,1,2,1,3
"5366",89097,1,2,1,2,2,2,2,2,2,6,2.12,3,2,1,1
"5367",89098,1,2,2,2,2,2,2,2,2,12,5,3,2,1,1
"5368",89099,1,2,1,2,1,2,2,2,2,8,3,3,2,4,1
"5369",89100,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"5370",89101,1,1,1,2,2,1,2,2,2,6,1.05,1,2,1,1
"5371",89102,2,2,1,2,2,1,2,2,2,2,0.59,1,2,1,1
"5372",89103,1,2,1,2,2,2,2,2,2,6,1.49,2,2,1,1
"5373",89104,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,2
"5374",89105,1,1,2,2,2,2,2,2,2,8,1.12,1,2,1,1
"5375",89106,1,2,2,1,2,2,2,2,1,12,3.59,3,1,NA,1
"5376",89107,2,2,1,2,2,2,2,2,2,4,1.48,2,2,1,3
"5377",89108,1,2,2,2,2,2,2,1,2,10,4.49,3,1,NA,1
"5378",89109,1,2,2,2,2,1,2,2,2,7,1.83,2,2,1,1
"5379",89110,1,2,2,2,2,2,2,2,2,9,2.99,3,1,NA,1
"5380",89111,1,1,2,2,2,2,2,2,2,9,3.75,3,2,4,1
"5381",89112,2,1,2,2,2,2,2,2,2,99,NA,1,2,2,1
"5382",89113,1,2,2,2,2,2,2,2,1,9,2.37,3,2,4,1
"5383",89114,1,1,1,2,1,2,2,2,2,11,2.75,3,2,99,1
"5384",89115,1,2,2,2,2,2,2,2,2,5,1.84,2,2,1,1
"5385",89116,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"5386",89117,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5387",89118,1,2,2,2,2,1,2,2,2,5,0.59,1,2,1,1
"5388",89119,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,4
"5389",89120,1,2,2,2,2,2,2,2,2,3,0.49,1,2,1,2
"5390",89121,1,2,2,2,2,2,2,2,2,5,0.89,1,2,1,1
"5391",89122,1,2,1,2,2,2,1,1,2,5,0.65,1,1,NA,2
"5392",89123,1,1,2,2,2,2,2,2,2,3,0.54,1,2,1,1
"5393",89124,1,2,2,2,2,2,2,2,2,4,1.62,2,2,1,1
"5394",89125,2,1,2,2,2,2,2,2,2,6,1.06,1,2,1,3
"5395",89126,1,2,2,2,2,2,2,2,2,8,2.38,3,2,1,1
"5396",89127,1,1,1,1,2,2,2,2,2,6,2.1,3,2,1,1
"5397",89128,1,2,2,2,2,2,2,2,2,6,1.49,2,2,1,1
"5398",89129,2,2,1,2,2,2,2,1,2,99,NA,1,2,1,3
"5399",89130,1,2,2,2,2,2,2,2,2,9,5,3,1,NA,1
"5400",89131,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
"5401",89132,1,2,2,2,2,2,2,2,2,2,0.35,1,2,1,1
"5402",89133,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5403",89134,1,1,2,2,2,2,2,2,2,8,2.14,3,2,1,1
"5404",89135,1,2,2,2,2,2,2,2,2,8,2.53,3,2,1,2
"5405",89136,1,2,1,2,2,1,2,2,2,3,0.44,1,2,1,1
"5406",89137,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,4
"5407",89138,1,2,2,2,2,2,2,2,2,10,2.32,3,2,3,1
"5408",89139,1,1,2,2,2,2,2,2,1,2,0.25,1,2,3,1
"5409",89140,1,2,2,2,2,2,1,2,2,5,0.65,1,2,1,1
"5410",89141,1,1,2,2,2,2,2,2,2,11,3.12,3,1,NA,1
"5411",89142,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1,1
"5412",89143,1,2,2,2,2,2,2,2,2,6,0.89,1,2,1,6
"5413",89144,2,2,1,2,1,2,2,1,2,10,4.14,3,1,NA,1
"5414",89145,2,1,2,2,2,2,1,2,1,2,0.24,1,2,1,1
"5415",89146,1,2,1,2,2,2,2,2,2,7,1.48,2,2,1,1
"5416",89147,1,2,2,2,2,1,2,2,2,2,0.31,1,2,3,2
"5417",89148,1,2,2,2,2,2,1,2,2,4,0.56,1,2,1,1
"5418",89149,2,2,1,1,2,2,2,2,2,4,1.03,1,2,1,1
"5419",89150,1,1,2,2,2,2,2,2,1,6,0.81,1,2,1,1
"5420",89151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5421",89152,1,2,2,2,2,2,2,2,2,6,0.73,1,2,1,1
"5422",89153,2,1,1,2,2,2,2,2,2,6,1.88,3,1,NA,1
"5423",89154,1,2,2,2,2,2,2,2,2,4,0.59,1,2,1,1
"5424",89155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5425",89156,1,2,1,2,2,2,2,2,2,5,0.72,1,2,1,1
"5426",89157,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"5427",89158,1,1,2,2,2,2,2,1,1,99,NA,9,9,NA,1
"5428",89159,1,1,2,2,2,2,2,2,2,6,1.24,1,2,1,1
"5429",89160,1,1,2,2,2,2,2,2,2,1,0,1,2,1,1
"5430",89161,2,2,1,2,2,2,2,2,2,2,0.69,1,2,1,6
"5431",89162,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,2
"5432",89163,1,2,2,2,2,2,2,2,2,7,2.25,3,2,1,1
"5433",89164,1,1,2,2,2,2,2,7,7,77,NA,3,7,NA,1
"5434",89165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5435",89166,1,1,2,2,2,2,2,2,2,11,5,3,1,NA,1
"5436",89167,1,2,2,2,2,2,2,2,2,7,1.67,2,2,2,1
"5437",89168,1,2,2,2,2,2,2,2,2,3,1.01,1,2,1,1
"5438",89169,1,1,2,2,2,2,2,2,2,8,1.66,2,2,1,1
"5439",89170,2,2,2,2,2,2,2,2,2,3,0.49,1,2,1,1
"5440",89171,2,2,1,1,2,2,2,1,2,6,2.02,3,2,4,1
"5441",89172,1,2,1,2,2,1,2,2,2,7,1.1,1,2,1,1
"5442",89173,1,2,2,2,1,2,2,1,2,12,5,3,1,NA,1
