SEQN,Monthly family income,Total household income,Total family income,education level,Year
84383,12,15,15,4,2015.2016
84384,8,14,14,5,2015.2016
84385,7,7,7,4,2015.2016
84387,4,5,5,4,2015.2016
84388,6,7,7,2,2015.2016
84389,7,15,15,4,2015.2016
84391,11,14,14,3,2015.2016
84393,11,15,15,3,2015.2016
84394,6,7,7,2,2015.2016
84396,8,7,7,3,2015.2016
84397,6,6,6,4,2015.2016
84398,4,6,6,3,2015.2016
84399,11,15,15,3,2015.2016
84400,3,3,3,1,2015.2016
84402,1,5,1,4,2015.2016
84403,12,15,15,5,2015.2016
84404,11,10,10,4,2015.2016
84405,1,1,1,5,2015.2016
84407,8,9,9,4,2015.2016
84408,8,7,7,5,2015.2016
84409,5,6,6,2,2015.2016
84410,6,5,5,1,2015.2016
84412,3,4,4,4,2015.2016
84413,12,15,15,5,2015.2016
84414,9,10,10,4,2015.2016
84415,11,15,15,4,2015.2016
84416,11,15,15,5,2015.2016
84417,10,15,15,4,2015.2016
84418,4,4,4,1,2015.2016
84419,8,8,8,4,2015.2016
84420,6,8,8,4,2015.2016
84421,1,5,5,5,2015.2016
84422,7,7,7,1,2015.2016
84423,2,2,2,4,2015.2016
84424,4,6,6,5,2015.2016
84425,3,2,2,4,2015.2016
84426,10,15,15,5,2015.2016
84427,9,10,10,3,2015.2016
84431,8,9,9,2,2015.2016
84432,10,14,14,5,2015.2016
84433,7,8,8,4,2015.2016
84435,7,6,6,4,2015.2016
84436,11,9,9,5,2015.2016
84438,12,15,15,4,2015.2016
84439,5,6,6,1,2015.2016
84443,6,6,6,4,2015.2016
84444,12,15,15,4,2015.2016
84445,5,8,8,2,2015.2016
84446,7,6,6,4,2015.2016
84447,11,15,15,5,2015.2016
84448,1,15,15,5,2015.2016
84449,11,14,14,5,2015.2016
84450,8,5,5,2,2015.2016
84451,7,15,8,1,2015.2016
84452,3,4,4,3,2015.2016
84454,6,6,6,3,2015.2016
84455,3,3,3,1,2015.2016
84456,9,8,8,1,2015.2016
84457,7,6,6,4,2015.2016
84459,9,14,14,5,2015.2016
84461,12,15,15,4,2015.2016
84462,4,2,2,4,2015.2016
84463,1,15,15,5,2015.2016
84464,7,7,7,5,2015.2016
84465,6,7,7,4,2015.2016
84466,1,2,1,2,2015.2016
84468,7,8,8,3,2015.2016
84469,5,14,14,4,2015.2016
84470,7,2,2,5,2015.2016
84471,12,15,15,5,2015.2016
84472,7,4,4,3,2015.2016
84473,7,8,6,4,2015.2016
84475,4,6,6,3,2015.2016
84476,4,8,8,3,2015.2016
84478,9,9,9,4,2015.2016
84479,7,8,8,3,2015.2016
84480,7,6,6,4,2015.2016
84481,4,4,4,2,2015.2016
84482,10,10,10,4,2015.2016
84483,9,8,8,4,2015.2016
84484,4,4,4,3,2015.2016
84485,4,4,4,3,2015.2016
84487,8,9,9,4,2015.2016
84488,5,5,5,3,2015.2016
84492,4,9,9,5,2015.2016
84493,4,2,2,3,2015.2016
84494,6,6,6,3,2015.2016
84495,4,6,6,3,2015.2016
84496,1,3,1,2,2015.2016
84497,8,6,6,2,2015.2016
84498,10,15,15,4,2015.2016
84499,7,7,7,5,2015.2016
84500,12,15,15,5,2015.2016
84503,4,15,15,4,2015.2016
84505,4,8,4,5,2015.2016
84507,4,3,3,2,2015.2016
84508,12,15,15,5,2015.2016
84509,2,1,1,2,2015.2016
84511,8,14,14,5,2015.2016
84512,3,1,1,3,2015.2016
84513,9,9,9,4,2015.2016
84514,5,6,6,1,2015.2016
84515,5,5,5,2,2015.2016
84517,11,14,14,4,2015.2016
84519,9,10,10,4,2015.2016
84520,12,15,15,5,2015.2016
84521,11,10,10,4,2015.2016
84524,8,9,9,4,2015.2016
84526,1,1,1,3,2015.2016
84527,12,15,15,5,2015.2016
84528,9,15,15,4,2015.2016
84529,8,8,8,2,2015.2016
84530,4,4,4,2,2015.2016
84531,5,5,5,5,2015.2016
84532,5,6,6,2,2015.2016
84533,7,8,8,3,2015.2016
84534,6,8,8,1,2015.2016
84535,7,10,10,3,2015.2016
84536,6,6,6,2,2015.2016
84537,5,4,4,4,2015.2016
84538,4,3,3,4,2015.2016
84540,7,6,6,4,2015.2016
84541,8,9,9,5,2015.2016
84542,7,6,6,2,2015.2016
84543,7,7,7,1,2015.2016
84545,6,7,7,4,2015.2016
84546,6,6,6,1,2015.2016
84547,4,12,5,4,2015.2016
84548,8,9,9,4,2015.2016
84549,11,15,15,4,2015.2016
84550,7,7,7,4,2015.2016
84551,5,4,4,3,2015.2016
84552,3,1,1,3,2015.2016
84555,5,9,5,2,2015.2016
84558,12,15,15,5,2015.2016
84561,12,15,15,5,2015.2016
84562,1,1,1,3,2015.2016
84563,8,8,8,1,2015.2016
84564,3,1,1,1,2015.2016
84565,8,12,7,5,2015.2016
84566,3,2,2,2,2015.2016
84567,12,4,4,4,2015.2016
84568,11,14,14,5,2015.2016
84570,10,7,7,5,2015.2016
84573,11,14,14,5,2015.2016
84574,10,15,15,5,2015.2016
84579,11,15,15,5,2015.2016
84583,4,3,3,2,2015.2016
84585,12,15,15,5,2015.2016
84587,5,5,5,1,2015.2016
84588,6,7,7,4,2015.2016
84589,10,7,7,2,2015.2016
84590,9,9,9,5,2015.2016
84591,7,7,7,5,2015.2016
84592,3,5,5,1,2015.2016
84593,9,9,9,4,2015.2016
84594,11,15,15,3,2015.2016
84595,9,9,9,5,2015.2016
84596,5,6,6,2,2015.2016
84597,5,5,5,1,2015.2016
84598,11,15,15,3,2015.2016
84599,3,6,6,2,2015.2016
84600,7,8,8,2,2015.2016
84601,5,7,7,4,2015.2016
84602,9,9,9,3,2015.2016
84603,8,7,7,4,2015.2016
84605,9,9,9,3,2015.2016
84606,2,4,2,3,2015.2016
84608,12,15,15,5,2015.2016
84609,12,15,15,3,2015.2016
84610,12,15,15,4,2015.2016
84613,11,15,15,5,2015.2016
84614,5,6,6,3,2015.2016
84615,12,14,14,2,2015.2016
84616,7,5,5,3,2015.2016
84617,7,8,8,2,2015.2016
84618,9,10,10,1,2015.2016
84620,9,10,10,3,2015.2016
84621,4,5,5,1,2015.2016
84622,6,7,7,4,2015.2016
84623,3,3,3,4,2015.2016
84624,8,6,6,4,2015.2016
84626,10,14,14,4,2015.2016
84627,3,3,3,1,2015.2016
84628,10,9,9,4,2015.2016
84629,3,6,6,4,2015.2016
84630,10,14,14,3,2015.2016
84631,3,3,3,3,2015.2016
84633,7,8,8,4,2015.2016
84634,8,7,7,2,2015.2016
84635,9,8,8,2,2015.2016
84637,10,14,14,5,2015.2016
84638,12,15,15,5,2015.2016
84639,3,3,3,2,2015.2016
84640,10,14,14,4,2015.2016
84641,2,1,1,2,2015.2016
84642,3,3,3,3,2015.2016
84643,7,8,8,4,2015.2016
84644,7,7,7,3,2015.2016
84646,3,3,3,5,2015.2016
84648,9,10,10,5,2015.2016
84649,11,14,14,5,2015.2016
84651,6,5,5,4,2015.2016
84654,10,14,14,3,2015.2016
84655,3,2,2,2,2015.2016
84656,8,9,9,4,2015.2016
84657,3,4,4,4,2015.2016
84659,3,3,3,5,2015.2016
84661,3,6,4,1,2015.2016
84662,8,1,1,4,2015.2016
84663,8,15,15,3,2015.2016
84664,3,2,2,3,2015.2016
84665,12,15,15,5,2015.2016
84666,10,14,14,4,2015.2016
84667,5,3,3,1,2015.2016
84668,9,8,8,2,2015.2016
84669,11,10,10,4,2015.2016
84670,12,15,15,3,2015.2016
84671,8,8,8,5,2015.2016
84672,4,4,4,3,2015.2016
84675,12,15,15,5,2015.2016
84676,4,4,4,1,2015.2016
84677,9,14,14,4,2015.2016
84680,8,9,9,4,2015.2016
84681,7,7,7,2,2015.2016
84682,9,15,15,4,2015.2016
84684,12,15,15,5,2015.2016
84685,8,8,8,4,2015.2016
84688,3,1,1,3,2015.2016
84689,12,15,15,5,2015.2016
84690,11,14,14,5,2015.2016
84691,3,3,3,1,2015.2016
84692,3,5,5,2,2015.2016
84693,9,15,15,4,2015.2016
84694,12,15,15,4,2015.2016
84695,3,3,3,1,2015.2016
84696,5,15,15,3,2015.2016
84697,6,5,5,4,2015.2016
84698,4,7,5,2,2015.2016
84699,6,6,6,3,2015.2016
84700,7,7,7,4,2015.2016
84701,11,15,15,5,2015.2016
84702,10,10,10,4,2015.2016
84703,3,5,5,1,2015.2016
84704,8,8,8,4,2015.2016
84705,3,5,5,2,2015.2016
84706,12,15,15,5,2015.2016
84708,7,14,14,3,2015.2016
84709,6,6,6,3,2015.2016
84711,12,14,14,5,2015.2016
84712,2,2,2,1,2015.2016
84714,2,4,4,5,2015.2016
84715,3,4,4,3,2015.2016
84716,6,7,7,2,2015.2016
84717,1,1,1,2,2015.2016
84718,3,4,4,3,2015.2016
84719,6,7,7,5,2015.2016
84720,5,5,5,2,2015.2016
84721,10,10,10,4,2015.2016
84722,11,14,14,5,2015.2016
84723,12,15,15,5,2015.2016
84725,10,9,9,4,2015.2016
84726,12,15,15,5,2015.2016
84727,3,1,1,2,2015.2016
84728,5,8,8,3,2015.2016
84729,11,14,14,4,2015.2016
84730,12,15,15,5,2015.2016
84732,7,7,7,2,2015.2016
84733,5,6,6,1,2015.2016
84734,1,7,2,3,2015.2016
84735,5,5,5,4,2015.2016
84737,11,14,14,4,2015.2016
84738,10,14,14,4,2015.2016
84740,9,15,15,5,2015.2016
84741,3,3,3,4,2015.2016
84742,4,4,4,5,2015.2016
84743,12,15,15,5,2015.2016
84745,9,9,9,1,2015.2016
84747,5,5,5,4,2015.2016
84748,10,15,15,4,2015.2016
84749,3,3,3,2,2015.2016
84750,11,14,14,4,2015.2016
84751,4,6,5,4,2015.2016
84752,5,8,8,4,2015.2016
84753,9,8,8,1,2015.2016
84754,7,3,3,2,2015.2016
84755,11,15,15,4,2015.2016
84756,12,15,15,4,2015.2016
84757,12,15,15,4,2015.2016
84758,8,15,15,4,2015.2016
84759,3,4,4,4,2015.2016
84761,9,14,14,3,2015.2016
84762,9,8,8,1,2015.2016
84763,6,6,6,2,2015.2016
84764,12,15,15,5,2015.2016
84765,3,6,4,1,2015.2016
84766,12,15,15,4,2015.2016
84767,3,7,7,4,2015.2016
84769,10,9,9,3,2015.2016
84770,3,4,4,4,2015.2016
84771,7,10,10,5,2015.2016
84772,2,3,3,3,2015.2016
84773,8,7,7,2,2015.2016
84775,8,7,7,4,2015.2016
84776,6,7,7,1,2015.2016
84778,5,6,6,4,2015.2016
84779,7,7,7,4,2015.2016
84780,2,7,5,2,2015.2016
84781,5,6,6,5,2015.2016
84782,11,14,14,5,2015.2016
84783,5,7,4,1,2015.2016
84784,7,10,10,2,2015.2016
84785,5,7,6,4,2015.2016
84786,11,14,14,2,2015.2016
84788,3,14,3,4,2015.2016
84790,3,4,4,1,2015.2016
84791,10,15,15,5,2015.2016
84792,7,8,8,4,2015.2016
84793,4,7,6,4,2015.2016
84794,1,1,1,4,2015.2016
84795,12,15,15,4,2015.2016
84796,11,15,15,4,2015.2016
84797,9,15,15,4,2015.2016
84798,11,14,14,3,2015.2016
84800,5,3,3,3,2015.2016
84802,6,7,7,4,2015.2016
84803,7,8,8,4,2015.2016
84804,9,9,9,4,2015.2016
84805,3,4,4,3,2015.2016
84806,3,15,15,3,2015.2016
84807,4,4,4,2,2015.2016
84808,12,15,15,5,2015.2016
84809,3,3,3,1,2015.2016
84810,9,6,6,4,2015.2016
84812,7,10,10,5,2015.2016
84813,7,10,10,3,2015.2016
84815,8,6,6,1,2015.2016
84816,8,14,14,4,2015.2016
84817,8,14,14,5,2015.2016
84818,4,8,8,3,2015.2016
84820,10,15,15,4,2015.2016
84821,8,9,9,4,2015.2016
84822,5,6,6,3,2015.2016
84823,12,15,15,5,2015.2016
84825,4,7,7,3,2015.2016
84826,8,6,6,1,2015.2016
84828,2,2,2,2,2015.2016
84830,1,1,1,5,2015.2016
84831,3,5,3,1,2015.2016
84832,5,7,7,5,2015.2016
84833,11,15,15,4,2015.2016
84834,7,8,8,5,2015.2016
84835,6,8,8,3,2015.2016
84836,4,3,3,1,2015.2016
84837,7,7,7,2,2015.2016
84838,9,15,15,5,2015.2016
84839,6,6,6,5,2015.2016
84840,11,14,14,5,2015.2016
84841,1,1,1,3,2015.2016
84842,1,10,3,3,2015.2016
84844,8,9,9,2,2015.2016
84845,4,3,3,5,2015.2016
84846,6,6,6,5,2015.2016
84847,8,9,9,3,2015.2016
84848,7,7,7,3,2015.2016
84849,7,7,7,4,2015.2016
84850,4,5,5,1,2015.2016
84851,12,15,15,5,2015.2016
84852,3,6,6,1,2015.2016
84853,7,7,7,4,2015.2016
84855,3,3,3,4,2015.2016
84858,4,8,8,3,2015.2016
84859,5,9,9,5,2015.2016
84861,8,8,8,5,2015.2016
84862,9,9,9,3,2015.2016
84863,5,5,5,2,2015.2016
84864,12,15,15,5,2015.2016
84865,8,7,7,2,2015.2016
84866,9,10,10,2,2015.2016
84867,3,3,3,3,2015.2016
84869,6,14,14,5,2015.2016
84871,10,8,8,4,2015.2016
84872,11,7,7,1,2015.2016
84873,12,14,14,5,2015.2016
84874,5,7,7,4,2015.2016
84875,4,5,5,1,2015.2016
84877,10,9,9,2,2015.2016
84878,7,7,7,1,2015.2016
84879,5,4,4,2,2015.2016
84880,7,10,10,4,2015.2016
84881,7,8,8,3,2015.2016
84882,12,15,15,5,2015.2016
84883,10,9,9,3,2015.2016
84884,4,6,6,3,2015.2016
84886,7,7,7,3,2015.2016
84889,10,10,10,5,2015.2016
84890,1,4,4,4,2015.2016
84891,7,7,7,4,2015.2016
84892,11,6,6,4,2015.2016
84894,12,15,15,5,2015.2016
84895,3,3,3,3,2015.2016
84896,6,6,6,2,2015.2016
84897,6,4,4,4,2015.2016
84898,9,14,14,3,2015.2016
84899,6,8,8,3,2015.2016
84900,9,15,15,5,2015.2016
84901,4,5,5,3,2015.2016
84902,3,2,2,3,2015.2016
84903,8,9,9,5,2015.2016
84904,10,10,10,5,2015.2016
84906,7,6,6,4,2015.2016
84907,12,15,15,3,2015.2016
84908,6,3,3,5,2015.2016
84910,8,9,9,4,2015.2016
84911,6,6,6,1,2015.2016
84912,5,6,6,5,2015.2016
84913,8,9,9,3,2015.2016
84914,3,3,3,2,2015.2016
84915,7,9,9,4,2015.2016
84916,2,2,2,1,2015.2016
84917,2,9,2,5,2015.2016
84918,7,7,7,4,2015.2016
84919,5,6,6,1,2015.2016
84920,8,6,6,2,2015.2016
84921,7,7,7,4,2015.2016
84923,5,4,4,4,2015.2016
84924,11,14,14,5,2015.2016
84926,6,6,6,3,2015.2016
84927,7,9,9,5,2015.2016
84928,10,9,9,4,2015.2016
84930,4,6,6,3,2015.2016
84931,12,15,15,4,2015.2016
84932,4,7,1,1,2015.2016
84933,3,6,6,4,2015.2016
84936,7,14,14,4,2015.2016
84937,6,3,3,2,2015.2016
84938,6,8,7,3,2015.2016
84939,5,4,4,1,2015.2016
84941,12,15,15,4,2015.2016
84942,9,15,15,4,2015.2016
84943,7,10,10,3,2015.2016
84944,3,3,3,4,2015.2016
84945,12,15,15,4,2015.2016
84947,7,6,6,4,2015.2016
84948,11,14,14,5,2015.2016
84949,5,6,6,4,2015.2016
84951,7,14,14,5,2015.2016
84952,11,10,10,3,2015.2016
84953,3,1,1,3,2015.2016
84954,5,6,6,5,2015.2016
84956,11,14,14,3,2015.2016
84957,12,15,15,5,2015.2016
84958,11,15,15,5,2015.2016
84959,10,9,9,3,2015.2016
84960,7,7,7,2,2015.2016
84962,10,15,15,5,2015.2016
84963,2,2,2,3,2015.2016
84964,7,7,7,4,2015.2016
84965,7,5,5,3,2015.2016
84966,11,15,15,4,2015.2016
84967,9,9,9,4,2015.2016
84968,7,8,8,3,2015.2016
84969,12,15,15,5,2015.2016
84970,3,1,1,3,2015.2016
84971,10,14,14,2,2015.2016
84972,2,3,3,4,2015.2016
84973,8,7,7,2,2015.2016
84974,7,10,8,4,2015.2016
84975,11,14,14,5,2015.2016
84976,6,6,6,4,2015.2016
84977,12,15,15,5,2015.2016
84978,6,6,6,4,2015.2016
84979,7,14,14,4,2015.2016
84980,1,1,1,4,2015.2016
84981,4,7,7,2,2015.2016
84982,7,6,6,1,2015.2016
84983,3,4,4,4,2015.2016
84984,11,14,14,5,2015.2016
84985,12,15,15,4,2015.2016
84986,6,8,8,3,2015.2016
84987,7,8,8,4,2015.2016
84988,1,1,1,1,2015.2016
84989,12,15,15,3,2015.2016
84990,10,14,14,3,2015.2016
84992,6,6,6,3,2015.2016
84993,12,15,15,5,2015.2016
84994,9,14,14,5,2015.2016
84995,2,2,2,3,2015.2016
84997,12,15,15,5,2015.2016
84998,7,5,5,4,2015.2016
84999,6,5,5,1,2015.2016
85003,8,7,7,1,2015.2016
85004,9,14,14,4,2015.2016
85005,4,2,2,4,2015.2016
85006,12,15,15,5,2015.2016
85007,4,6,6,4,2015.2016
85011,6,14,8,1,2015.2016
85012,8,7,7,3,2015.2016
85014,12,14,14,4,2015.2016
85016,2,2,2,4,2015.2016
85017,11,15,15,5,2015.2016
85018,8,8,8,4,2015.2016
85019,1,6,6,2,2015.2016
85020,6,7,7,4,2015.2016
85022,7,12,5,4,2015.2016
85024,12,15,15,5,2015.2016
85025,2,3,3,3,2015.2016
85026,5,4,4,1,2015.2016
85027,8,5,5,4,2015.2016
85029,8,9,9,5,2015.2016
85030,7,10,10,5,2015.2016
85031,5,6,6,2,2015.2016
85033,4,4,4,1,2015.2016
85034,6,5,5,1,2015.2016
85035,3,3,3,1,2015.2016
85036,5,5,5,3,2015.2016
85037,8,14,14,3,2015.2016
85038,7,5,5,4,2015.2016
85039,4,4,4,2,2015.2016
85040,5,7,7,1,2015.2016
85041,7,5,5,2,2015.2016
85042,4,5,3,4,2015.2016
85043,6,3,3,4,2015.2016
85045,7,7,7,4,2015.2016
85047,10,15,15,4,2015.2016
85049,11,14,14,4,2015.2016
85050,7,9,9,5,2015.2016
85051,5,5,5,3,2015.2016
85052,7,9,9,4,2015.2016
85053,12,14,14,5,2015.2016
85055,12,15,15,4,2015.2016
85057,8,14,14,4,2015.2016
85059,1,4,1,1,2015.2016
85060,10,14,14,3,2015.2016
85061,3,3,3,3,2015.2016
85062,12,14,14,5,2015.2016
85063,9,10,10,3,2015.2016
85064,3,3,3,3,2015.2016
85065,4,5,5,1,2015.2016
85066,10,14,14,2,2015.2016
85067,9,9,9,4,2015.2016
85069,5,5,5,5,2015.2016
85070,3,4,4,4,2015.2016
85073,3,3,3,1,2015.2016
85074,12,15,15,3,2015.2016
85075,7,4,4,1,2015.2016
85077,6,4,4,2,2015.2016
85078,8,7,7,3,2015.2016
85079,4,10,10,2,2015.2016
85080,5,4,4,4,2015.2016
85081,12,15,15,5,2015.2016
85084,4,5,5,4,2015.2016
85085,7,7,7,4,2015.2016
85087,11,15,15,4,2015.2016
85088,5,5,5,3,2015.2016
85089,8,7,7,4,2015.2016
85090,5,5,5,4,2015.2016
85091,5,4,4,1,2015.2016
85092,6,15,8,5,2015.2016
85093,11,14,14,2,2015.2016
85095,11,14,14,5,2015.2016
85097,4,4,4,3,2015.2016
85098,6,6,6,1,2015.2016
85099,10,15,15,1,2015.2016
85100,5,6,6,3,2015.2016
85101,7,6,6,3,2015.2016
85102,7,10,10,5,2015.2016
85103,10,15,15,5,2015.2016
85104,9,9,9,2,2015.2016
85105,12,15,15,4,2015.2016
85106,6,6,6,1,2015.2016
85107,6,5,5,1,2015.2016
85108,5,8,8,4,2015.2016
85110,12,15,15,5,2015.2016
85111,8,8,8,5,2015.2016
85112,5,5,5,5,2015.2016
85113,9,8,8,4,2015.2016
85114,7,8,8,4,2015.2016
85116,3,3,3,2,2015.2016
85117,4,5,5,5,2015.2016
85118,9,9,9,4,2015.2016
85119,6,6,6,5,2015.2016
85122,4,4,4,3,2015.2016
85124,7,8,8,3,2015.2016
85125,6,6,6,4,2015.2016
85126,11,15,15,4,2015.2016
85127,7,8,8,3,2015.2016
85128,12,15,15,5,2015.2016
85129,6,5,5,3,2015.2016
85130,8,9,9,3,2015.2016
85131,8,15,8,5,2015.2016
85132,12,15,15,5,2015.2016
85133,9,14,14,3,2015.2016
85135,9,9,9,4,2015.2016
85136,4,7,7,3,2015.2016
85137,8,9,9,1,2015.2016
85138,4,3,3,4,2015.2016
85139,5,6,6,4,2015.2016
85140,11,9,9,4,2015.2016
85141,10,10,10,5,2015.2016
85142,6,6,6,3,2015.2016
85144,1,7,7,1,2015.2016
85145,8,9,9,4,2015.2016
85146,5,7,7,2,2015.2016
85147,2,2,2,2,2015.2016
85148,7,7,7,3,2015.2016
85150,3,2,2,2,2015.2016
85151,7,7,7,2,2015.2016
85152,8,8,8,4,2015.2016
85153,7,7,7,2,2015.2016
85154,3,3,3,2,2015.2016
85155,8,10,10,4,2015.2016
85156,2,2,2,1,2015.2016
85157,1,1,1,3,2015.2016
85158,5,8,8,4,2015.2016
85159,7,8,8,4,2015.2016
85160,3,4,1,3,2015.2016
85161,8,8,8,5,2015.2016
85162,12,15,15,5,2015.2016
85163,1,8,2,4,2015.2016
85164,7,10,10,4,2015.2016
85167,9,9,9,2,2015.2016
85168,10,7,7,3,2015.2016
85170,11,14,14,5,2015.2016
85171,11,14,14,1,2015.2016
85172,10,14,14,5,2015.2016
85174,6,8,8,3,2015.2016
85175,2,2,2,4,2015.2016
85176,10,14,14,2,2015.2016
85178,11,15,15,2,2015.2016
85179,11,15,15,4,2015.2016
85180,5,6,6,3,2015.2016
85181,7,12,6,3,2015.2016
85183,8,7,7,4,2015.2016
85184,12,15,15,5,2015.2016
85185,11,15,15,3,2015.2016
85186,12,15,15,4,2015.2016
85187,6,6,6,4,2015.2016
85188,7,7,7,4,2015.2016
85189,4,5,5,2,2015.2016
85190,2,6,6,3,2015.2016
85191,2,1,1,2,2015.2016
85192,1,12,1,4,2015.2016
85193,12,15,15,4,2015.2016
85194,8,8,8,3,2015.2016
85195,5,5,5,3,2015.2016
85197,5,6,4,3,2015.2016
85198,9,9,9,1,2015.2016
85201,4,6,6,2,2015.2016
85202,5,5,5,4,2015.2016
85204,9,2,2,3,2015.2016
85205,7,7,7,2,2015.2016
85206,3,4,4,3,2015.2016
85207,5,5,5,2,2015.2016
85209,8,9,9,4,2015.2016
85210,1,2,2,4,2015.2016
85211,12,15,15,5,2015.2016
85212,12,15,15,4,2015.2016
85214,9,10,10,5,2015.2016
85216,3,3,3,4,2015.2016
85217,11,9,9,3,2015.2016
85219,4,5,5,4,2015.2016
85220,11,8,8,2,2015.2016
85221,11,14,14,5,2015.2016
85222,7,8,8,4,2015.2016
85223,7,5,5,3,2015.2016
85224,9,14,14,4,2015.2016
85225,6,4,4,4,2015.2016
85226,7,14,14,3,2015.2016
85227,5,5,5,1,2015.2016
85228,3,3,3,2,2015.2016
85229,12,15,15,5,2015.2016
85230,3,4,4,3,2015.2016
85231,6,6,6,1,2015.2016
85233,5,5,5,2,2015.2016
85234,8,5,5,4,2015.2016
85237,11,14,14,4,2015.2016
85238,6,5,5,2,2015.2016
85239,1,2,1,3,2015.2016
85240,4,4,4,3,2015.2016
85241,9,15,15,5,2015.2016
85242,7,9,9,4,2015.2016
85243,8,10,10,4,2015.2016
85244,4,6,6,4,2015.2016
85246,8,7,7,2,2015.2016
85248,5,6,6,2,2015.2016
85249,12,14,14,4,2015.2016
85250,6,6,6,3,2015.2016
85251,12,15,15,5,2015.2016
85252,3,4,4,4,2015.2016
85253,8,8,8,4,2015.2016
85254,5,4,4,1,2015.2016
85255,10,9,9,5,2015.2016
85256,6,7,7,4,2015.2016
85257,6,8,8,4,2015.2016
85258,4,6,6,2,2015.2016
85259,6,6,6,2,2015.2016
85262,10,10,10,4,2015.2016
85263,12,8,8,4,2015.2016
85264,3,7,7,5,2015.2016
85265,7,8,8,3,2015.2016
85268,3,3,3,3,2015.2016
85269,5,7,7,5,2015.2016
85270,12,15,15,5,2015.2016
85273,4,6,6,4,2015.2016
85276,10,10,10,2,2015.2016
85278,9,8,8,5,2015.2016
85279,4,4,4,1,2015.2016
85280,6,6,6,4,2015.2016
85281,12,15,15,3,2015.2016
85282,5,3,3,1,2015.2016
85284,12,15,15,4,2015.2016
85287,5,5,5,2,2015.2016
85288,10,8,8,3,2015.2016
85290,4,10,10,2,2015.2016
85291,12,15,15,4,2015.2016
85292,8,9,9,5,2015.2016
85293,9,14,14,4,2015.2016
85294,1,15,5,5,2015.2016
85296,8,7,7,2,2015.2016
85297,7,7,7,1,2015.2016
85299,8,8,8,5,2015.2016
85300,7,6,6,4,2015.2016
85301,7,6,6,3,2015.2016
85302,7,10,10,3,2015.2016
85304,5,6,6,3,2015.2016
85306,9,10,10,2,2015.2016
85308,5,5,5,4,2015.2016
85311,2,7,7,3,2015.2016
85313,11,15,15,4,2015.2016
85315,5,10,5,4,2015.2016
85316,12,15,15,5,2015.2016
85317,7,7,7,3,2015.2016
85318,3,9,9,3,2015.2016
85319,6,6,6,3,2015.2016
85321,11,10,10,4,2015.2016
85322,7,6,6,4,2015.2016
85323,3,5,5,2,2015.2016
85324,1,6,6,4,2015.2016
85325,10,15,15,4,2015.2016
85326,11,14,14,4,2015.2016
85327,9,10,10,4,2015.2016
85328,12,15,15,4,2015.2016
85329,9,14,14,5,2015.2016
85330,7,4,4,3,2015.2016
85332,6,6,6,4,2015.2016
85333,2,2,2,3,2015.2016
85334,10,14,14,4,2015.2016
85335,6,6,6,2,2015.2016
85336,6,6,6,4,2015.2016
85337,11,14,14,4,2015.2016
85339,12,15,15,5,2015.2016
85342,4,2,2,4,2015.2016
85343,6,6,6,1,2015.2016
85345,9,8,8,5,2015.2016
85346,2,2,2,1,2015.2016
85347,7,15,15,5,2015.2016
85348,9,9,9,2,2015.2016
85349,4,3,3,2,2015.2016
85350,3,1,1,3,2015.2016
85351,12,15,15,4,2015.2016
85352,3,5,5,3,2015.2016
85353,11,15,15,5,2015.2016
85354,11,14,14,4,2015.2016
85355,11,15,15,4,2015.2016
85356,8,14,14,4,2015.2016
85358,3,8,8,2,2015.2016
85362,7,7,7,3,2015.2016
85363,8,14,14,4,2015.2016
85364,7,9,9,3,2015.2016
85365,3,2,2,3,2015.2016
85366,3,2,2,3,2015.2016
85367,7,10,10,5,2015.2016
85368,8,9,9,2,2015.2016
85369,6,8,8,5,2015.2016
85370,3,3,3,4,2015.2016
85371,6,7,7,5,2015.2016
85373,7,8,8,4,2015.2016
85374,9,6,6,2,2015.2016
85375,4,4,4,2,2015.2016
85376,1,8,5,3,2015.2016
85377,12,9,9,4,2015.2016
85378,12,15,15,5,2015.2016
85380,6,8,8,3,2015.2016
85381,11,10,10,3,2015.2016
85382,7,8,8,1,2015.2016
85383,11,15,15,4,2015.2016
85387,12,15,15,5,2015.2016
85388,6,8,8,2,2015.2016
85389,5,4,4,1,2015.2016
85390,9,9,9,4,2015.2016
85391,2,2,2,4,2015.2016
85392,10,14,14,4,2015.2016
85393,4,3,3,4,2015.2016
85394,7,10,10,5,2015.2016
85395,8,9,9,5,2015.2016
85397,3,2,2,2,2015.2016
85398,9,14,14,5,2015.2016
85399,6,6,6,4,2015.2016
85401,7,6,6,4,2015.2016
85402,5,5,5,4,2015.2016
85403,3,2,2,3,2015.2016
85405,12,15,15,5,2015.2016
85406,4,4,4,3,2015.2016
85407,7,10,10,5,2015.2016
85408,7,7,7,4,2015.2016
85409,11,14,14,1,2015.2016
85410,12,14,14,4,2015.2016
85412,1,7,1,5,2015.2016
85413,12,15,15,5,2015.2016
85417,11,15,15,4,2015.2016
85418,8,14,14,4,2015.2016
85419,7,8,8,4,2015.2016
85420,10,10,10,5,2015.2016
85421,12,15,15,5,2015.2016
85423,5,5,5,4,2015.2016
85424,3,3,3,3,2015.2016
85426,5,8,8,5,2015.2016
85427,12,15,15,5,2015.2016
85431,6,6,6,2,2015.2016
85432,6,7,7,1,2015.2016
