SEQN,Monthly family income,Total household income,Total family income,education level,Year
91944,4,12,6,4,2015.2016
91945,7,8,8,5,2015.2016
91946,12,15,15,5,2015.2016
91947,5,14,14,4,2015.2016
91949,2,2,2,1,2015.2016
91950,3,6,3,4,2015.2016
91951,7,8,8,2,2015.2016
91952,4,7,4,3,2015.2016
91956,2,1,1,2,2015.2016
91957,5,4,4,3,2015.2016
91958,7,8,8,4,2015.2016
91959,2,2,2,3,2015.2016
91960,3,3,3,3,2015.2016
91961,7,10,10,4,2015.2016
91962,3,3,3,3,2015.2016
91963,2,2,2,4,2015.2016
91964,7,7,7,4,2015.2016
91965,3,3,3,3,2015.2016
91966,6,6,6,3,2015.2016
91967,6,5,5,1,2015.2016
91969,12,15,15,5,2015.2016
91970,8,8,8,5,2015.2016
91971,11,9,9,4,2015.2016
91972,2,2,2,5,2015.2016
91973,7,6,6,1,2015.2016
91974,3,5,5,2,2015.2016
91975,10,10,10,4,2015.2016
91976,9,2,2,4,2015.2016
91978,11,15,15,5,2015.2016
91979,5,5,5,3,2015.2016
91980,6,6,6,5,2015.2016
91982,12,14,14,4,2015.2016
91983,11,15,15,4,2015.2016
91984,1,3,3,4,2015.2016
91985,5,9,6,2,2015.2016
91988,9,10,10,2,2015.2016
91989,6,6,6,3,2015.2016
91990,8,9,9,3,2015.2016
91991,7,10,8,4,2015.2016
91992,10,10,10,5,2015.2016
91993,10,10,10,2,2015.2016
91994,12,15,15,5,2015.2016
91995,12,15,15,5,2015.2016
91996,12,14,14,5,2015.2016
91997,8,8,8,4,2015.2016
91999,12,15,15,5,2015.2016
92000,7,8,8,4,2015.2016
92002,6,14,14,1,2015.2016
92003,5,14,3,4,2015.2016
92005,12,15,15,5,2015.2016
92006,11,15,15,4,2015.2016
92007,4,7,1,5,2015.2016
92010,3,4,4,3,2015.2016
92011,12,15,15,4,2015.2016
92012,8,14,14,5,2015.2016
92013,5,6,6,4,2015.2016
92015,9,6,6,2,2015.2016
92016,8,8,8,2,2015.2016
92017,3,3,3,3,2015.2016
92019,10,10,10,3,2015.2016
92020,10,9,9,3,2015.2016
92021,5,7,7,4,2015.2016
92022,8,8,8,5,2015.2016
92023,4,4,4,1,2015.2016
92024,7,5,5,1,2015.2016
92025,9,14,14,4,2015.2016
92026,6,7,7,3,2015.2016
92027,4,4,4,1,2015.2016
92030,8,9,9,4,2015.2016
92032,6,7,7,3,2015.2016
92033,11,15,15,4,2015.2016
92034,4,6,6,2,2015.2016
92035,12,15,15,3,2015.2016
92037,7,14,8,5,2015.2016
92038,6,6,6,4,2015.2016
92039,4,3,3,2,2015.2016
92040,12,15,14,4,2015.2016
92042,11,10,10,4,2015.2016
92043,5,6,6,4,2015.2016
92044,5,8,8,4,2015.2016
92045,8,8,8,4,2015.2016
92047,3,5,5,3,2015.2016
92049,5,4,4,4,2015.2016
92050,8,5,5,2,2015.2016
92051,9,10,10,3,2015.2016
92052,5,4,4,4,2015.2016
92053,2,6,6,3,2015.2016
92054,7,15,15,2,2015.2016
92055,5,6,6,1,2015.2016
92056,7,8,8,3,2015.2016
92058,6,9,9,5,2015.2016
92059,10,14,14,3,2015.2016
92060,3,2,2,1,2015.2016
92061,10,9,9,4,2015.2016
92062,8,14,14,5,2015.2016
92063,3,7,7,3,2015.2016
92065,6,8,8,5,2015.2016
92066,2,2,2,1,2015.2016
92067,1,4,4,4,2015.2016
92068,9,8,8,5,2015.2016
92069,5,4,4,3,2015.2016
92070,12,15,15,5,2015.2016
92071,8,12,6,4,2015.2016
92072,7,8,8,5,2015.2016
92073,12,15,15,3,2015.2016
92074,11,15,15,4,2015.2016
92076,6,6,6,1,2015.2016
92077,5,4,4,3,2015.2016
92078,2,3,3,4,2015.2016
92079,6,7,7,3,2015.2016
92080,4,4,4,3,2015.2016
92081,6,6,6,3,2015.2016
92082,8,8,8,4,2015.2016
92083,5,5,5,4,2015.2016
92084,1,1,1,4,2015.2016
92085,12,15,15,4,2015.2016
92087,12,15,15,5,2015.2016
92088,12,15,15,5,2015.2016
92089,2,4,2,3,2015.2016
92090,4,4,4,4,2015.2016
92091,12,15,15,5,2015.2016
92092,7,9,9,5,2015.2016
92093,4,4,4,2,2015.2016
92094,3,6,4,4,2015.2016
92095,3,2,2,1,2015.2016
92096,6,4,3,3,2015.2016
92097,6,6,6,3,2015.2016
92098,6,4,4,3,2015.2016
92099,11,15,15,2,2015.2016
92101,3,3,3,2,2015.2016
92102,12,14,14,5,2015.2016
92103,3,5,5,4,2015.2016
92104,12,15,15,4,2015.2016
92105,6,6,6,2,2015.2016
92106,8,7,7,3,2015.2016
92107,6,5,5,1,2015.2016
92108,7,15,15,2,2015.2016
92109,5,8,6,4,2015.2016
92112,9,15,15,4,2015.2016
92113,3,2,2,4,2015.2016
92114,7,7,7,4,2015.2016
92115,10,8,8,3,2015.2016
92116,3,3,3,1,2015.2016
92117,9,9,9,4,2015.2016
92118,5,4,4,1,2015.2016
92119,3,5,5,4,2015.2016
92121,12,15,15,4,2015.2016
92122,5,7,2,4,2015.2016
92124,9,8,8,4,2015.2016
92125,6,6,6,4,2015.2016
92126,3,3,3,3,2015.2016
92127,5,5,5,1,2015.2016
92128,9,14,14,3,2015.2016
92129,7,15,7,3,2015.2016
92130,9,10,10,5,2015.2016
92131,3,4,4,1,2015.2016
92132,7,15,15,3,2015.2016
92133,6,8,6,4,2015.2016
92134,6,2,2,4,2015.2016
92135,11,9,9,3,2015.2016
92136,6,6,6,1,2015.2016
92137,11,15,15,5,2015.2016
92138,6,6,6,3,2015.2016
92139,9,9,9,5,2015.2016
92140,7,7,7,4,2015.2016
92141,5,7,7,5,2015.2016
92142,3,5,5,3,2015.2016
92143,3,1,1,1,2015.2016
92145,10,9,9,4,2015.2016
92146,10,8,8,3,2015.2016
92147,6,5,5,2,2015.2016
92148,5,6,6,1,2015.2016
92149,6,7,7,3,2015.2016
92150,8,8,8,1,2015.2016
92151,5,6,6,4,2015.2016
92152,3,7,7,1,2015.2016
92153,3,1,1,3,2015.2016
92154,6,6,6,4,2015.2016
92155,6,8,8,4,2015.2016
92156,10,10,10,4,2015.2016
92157,5,5,5,3,2015.2016
92160,5,7,7,5,2015.2016
92161,7,8,8,3,2015.2016
92162,1,1,1,1,2015.2016
92163,5,5,5,5,2015.2016
92164,8,14,14,4,2015.2016
92165,7,6,6,3,2015.2016
92166,8,8,8,3,2015.2016
92167,12,15,15,4,2015.2016
92168,7,7,7,4,2015.2016
92170,7,8,8,2,2015.2016
92171,8,6,6,4,2015.2016
92172,1,3,3,4,2015.2016
92174,8,8,8,4,2015.2016
92175,11,15,15,1,2015.2016
92178,2,3,3,1,2015.2016
92179,12,14,14,5,2015.2016
92181,1,3,1,1,2015.2016
92182,8,5,5,2,2015.2016
92186,12,15,15,5,2015.2016
92187,4,4,4,5,2015.2016
92188,3,3,3,4,2015.2016
92189,7,14,14,5,2015.2016
92192,3,3,3,1,2015.2016
92194,9,9,9,4,2015.2016
92196,8,6,6,2,2015.2016
92197,11,10,10,4,2015.2016
92199,12,14,14,4,2015.2016
92200,2,12,2,1,2015.2016
92201,8,14,14,5,2015.2016
92203,3,3,3,2,2015.2016
92204,4,5,5,3,2015.2016
92206,6,9,5,4,2015.2016
92207,3,3,3,1,2015.2016
92208,4,4,4,3,2015.2016
92209,11,14,14,4,2015.2016
92210,1,2,2,4,2015.2016
92212,11,14,14,5,2015.2016
92213,12,15,15,5,2015.2016
92214,3,1,1,4,2015.2016
92215,8,7,7,3,2015.2016
92216,10,10,10,5,2015.2016
92217,12,15,15,5,2015.2016
92218,1,4,4,1,2015.2016
92219,8,8,8,5,2015.2016
92220,8,7,7,5,2015.2016
92221,7,6,6,5,2015.2016
92222,11,15,15,4,2015.2016
92223,6,5,5,2,2015.2016
92224,9,10,10,3,2015.2016
92225,11,9,9,5,2015.2016
92226,6,6,6,5,2015.2016
92227,12,15,15,3,2015.2016
92228,5,3,3,3,2015.2016
92230,12,15,15,5,2015.2016
92231,4,1,1,1,2015.2016
92233,6,6,6,3,2015.2016
92234,7,15,9,5,2015.2016
92235,2,1,1,1,2015.2016
92237,3,4,4,5,2015.2016
92239,12,15,15,4,2015.2016
92240,6,5,5,4,2015.2016
92241,6,6,6,4,2015.2016
92242,6,8,8,5,2015.2016
92243,3,3,3,2,2015.2016
92244,11,15,15,4,2015.2016
92246,12,15,15,3,2015.2016
92247,9,15,15,4,2015.2016
92248,7,8,8,4,2015.2016
92251,8,9,9,2,2015.2016
92252,3,5,5,4,2015.2016
92254,9,14,14,5,2015.2016
92256,8,8,8,4,2015.2016
92257,4,4,4,1,2015.2016
92258,3,5,5,4,2015.2016
92260,4,9,9,4,2015.2016
92261,10,15,15,4,2015.2016
92262,4,4,4,4,2015.2016
92263,10,14,14,4,2015.2016
92264,9,9,9,3,2015.2016
92265,10,9,9,4,2015.2016
92266,7,6,6,2,2015.2016
92267,11,15,15,4,2015.2016
92268,5,9,9,5,2015.2016
92269,3,3,3,4,2015.2016
92271,5,3,3,4,2015.2016
92272,11,14,14,4,2015.2016
92274,8,10,10,4,2015.2016
92275,9,10,10,5,2015.2016
92276,4,4,4,1,2015.2016
92278,8,6,6,5,2015.2016
92279,5,4,4,1,2015.2016
92280,10,10,10,3,2015.2016
92282,11,14,14,5,2015.2016
92283,3,3,3,4,2015.2016
92285,8,9,9,4,2015.2016
92286,5,6,6,1,2015.2016
92287,4,6,6,4,2015.2016
92288,5,5,5,4,2015.2016
92289,8,10,10,5,2015.2016
92290,4,4,4,3,2015.2016
92291,5,6,6,3,2015.2016
92292,11,14,14,2,2015.2016
92293,8,8,8,4,2015.2016
92294,12,15,15,5,2015.2016
92295,4,4,4,1,2015.2016
92297,9,8,8,4,2015.2016
92300,1,10,1,5,2015.2016
92301,5,5,5,1,2015.2016
92303,7,8,8,5,2015.2016
92304,7,7,7,5,2015.2016
92305,2,1,1,1,2015.2016
92306,7,6,6,4,2015.2016
92307,7,6,6,4,2015.2016
92309,3,2,2,3,2015.2016
92311,7,7,7,3,2015.2016
92312,3,4,2,4,2015.2016
92314,1,4,4,5,2015.2016
92315,6,6,6,4,2015.2016
92317,6,10,5,5,2015.2016
92318,11,15,15,2,2015.2016
92319,12,15,15,5,2015.2016
92320,1,15,1,3,2015.2016
92321,7,6,6,3,2015.2016
92322,11,15,15,5,2015.2016
92323,9,8,8,4,2015.2016
92324,5,5,5,5,2015.2016
92325,12,15,15,3,2015.2016
92326,2,7,6,5,2015.2016
92327,6,6,6,5,2015.2016
92328,7,8,8,3,2015.2016
92329,12,15,15,5,2015.2016
92330,4,7,7,3,2015.2016
92331,3,6,6,3,2015.2016
92333,3,2,2,3,2015.2016
92335,3,3,3,3,2015.2016
92336,7,7,7,3,2015.2016
92337,3,5,3,5,2015.2016
92338,3,14,2,5,2015.2016
92339,8,8,8,4,2015.2016
92342,2,2,2,2,2015.2016
92343,5,6,6,5,2015.2016
92345,6,6,6,3,2015.2016
92346,9,10,10,5,2015.2016
92347,8,9,9,5,2015.2016
92348,10,14,14,5,2015.2016
92349,6,15,15,3,2015.2016
92351,11,14,14,5,2015.2016
92353,7,12,8,4,2015.2016
92354,12,15,15,5,2015.2016
92355,9,14,14,5,2015.2016
92356,11,10,10,3,2015.2016
92358,8,14,8,4,2015.2016
92360,11,14,14,5,2015.2016
92361,8,14,14,4,2015.2016
92362,3,14,5,4,2015.2016
92363,2,1,1,3,2015.2016
92364,5,7,7,2,2015.2016
92366,12,15,15,3,2015.2016
92367,3,2,2,4,2015.2016
92368,9,9,9,3,2015.2016
92369,7,6,6,5,2015.2016
92370,9,9,9,4,2015.2016
92371,6,12,6,5,2015.2016
92372,12,15,15,4,2015.2016
92373,3,5,5,4,2015.2016
92374,7,8,8,3,2015.2016
92375,11,10,10,5,2015.2016
92376,8,8,8,4,2015.2016
92377,7,7,7,2,2015.2016
92379,8,6,6,1,2015.2016
92380,7,4,4,1,2015.2016
92382,12,15,15,2,2015.2016
92383,6,6,6,1,2015.2016
92385,6,6,6,4,2015.2016
92386,8,8,8,4,2015.2016
92387,8,7,7,4,2015.2016
92388,8,10,10,2,2015.2016
92389,3,3,3,1,2015.2016
92390,2,6,6,4,2015.2016
92391,10,14,14,4,2015.2016
92393,12,15,15,4,2015.2016
92394,7,8,8,4,2015.2016
92395,3,3,3,3,2015.2016
92396,12,15,15,5,2015.2016
92398,10,14,14,4,2015.2016
92399,7,14,14,3,2015.2016
92400,6,5,5,1,2015.2016
92401,11,15,15,4,2015.2016
92402,12,15,15,5,2015.2016
92403,12,15,15,5,2015.2016
92404,10,15,15,5,2015.2016
92405,11,15,15,5,2015.2016
92406,12,15,15,5,2015.2016
92407,5,9,9,3,2015.2016
92408,2,2,2,5,2015.2016
92409,7,8,8,4,2015.2016
92410,9,9,9,4,2015.2016
92411,3,3,3,3,2015.2016
92413,9,14,14,4,2015.2016
92414,5,8,8,4,2015.2016
92415,5,4,4,4,2015.2016
92416,6,6,6,5,2015.2016
92417,3,4,4,4,2015.2016
92418,8,6,6,1,2015.2016
92419,12,7,7,5,2015.2016
92421,7,10,10,3,2015.2016
92422,2,3,3,4,2015.2016
92423,5,4,4,1,2015.2016
92424,7,3,3,1,2015.2016
92427,3,1,1,3,2015.2016
92428,12,15,15,5,2015.2016
92429,8,8,8,4,2015.2016
92430,8,6,6,2,2015.2016
92431,7,7,7,4,2015.2016
92432,9,9,9,5,2015.2016
92435,5,4,4,4,2015.2016
92436,8,6,6,3,2015.2016
92437,12,15,15,5,2015.2016
92438,10,14,14,4,2015.2016
92439,5,7,7,2,2015.2016
92440,5,5,5,3,2015.2016
92442,11,15,15,5,2015.2016
92443,5,14,14,4,2015.2016
92444,3,3,3,4,2015.2016
92445,5,6,6,3,2015.2016
92446,3,4,4,4,2015.2016
92447,2,2,2,3,2015.2016
92448,3,3,3,3,2015.2016
92449,5,6,6,2,2015.2016
92450,12,15,15,5,2015.2016
92451,7,8,8,4,2015.2016
92452,6,2,2,1,2015.2016
92453,7,7,7,3,2015.2016
92454,7,7,7,2,2015.2016
92455,2,2,2,5,2015.2016
92456,6,7,7,4,2015.2016
92457,7,8,8,4,2015.2016
92459,10,14,14,5,2015.2016
92461,2,3,3,3,2015.2016
92462,4,4,4,4,2015.2016
92463,7,15,10,5,2015.2016
92464,9,14,14,3,2015.2016
92465,4,4,4,4,2015.2016
92466,1,10,1,5,2015.2016
92467,9,6,6,3,2015.2016
92468,11,15,15,5,2015.2016
92470,5,3,3,3,2015.2016
92471,12,15,15,3,2015.2016
92472,12,15,15,3,2015.2016
92473,11,14,14,5,2015.2016
92474,5,5,5,3,2015.2016
92475,12,15,15,5,2015.2016
92476,9,14,14,5,2015.2016
92478,10,14,14,4,2015.2016
92479,3,4,4,2,2015.2016
92480,3,3,3,3,2015.2016
92483,8,6,6,4,2015.2016
92485,4,3,3,2,2015.2016
92486,9,15,15,5,2015.2016
92488,6,6,6,4,2015.2016
92490,12,15,15,5,2015.2016
92492,3,2,2,2,2015.2016
92494,5,1,1,3,2015.2016
92495,2,6,6,4,2015.2016
92499,11,15,15,4,2015.2016
92500,10,15,15,3,2015.2016
92501,3,4,4,4,2015.2016
92502,8,14,14,4,2015.2016
92504,7,9,9,5,2015.2016
92505,2,2,2,1,2015.2016
92506,8,6,6,4,2015.2016
92507,4,4,4,1,2015.2016
92508,8,15,15,4,2015.2016
92509,3,2,2,3,2015.2016
92512,2,2,2,1,2015.2016
92513,3,9,9,3,2015.2016
92515,7,8,8,5,2015.2016
92517,4,9,9,3,2015.2016
92518,9,7,7,5,2015.2016
92519,7,7,7,4,2015.2016
92520,6,5,5,1,2015.2016
92521,3,3,3,4,2015.2016
92523,4,3,3,2,2015.2016
92525,6,7,7,1,2015.2016
92526,1,10,1,4,2015.2016
92527,7,15,6,4,2015.2016
92529,2,1,1,4,2015.2016
92530,8,7,7,4,2015.2016
92531,5,7,7,4,2015.2016
92532,7,5,5,2,2015.2016
92535,7,7,7,3,2015.2016
92536,1,10,5,4,2015.2016
92537,9,14,14,5,2015.2016
92538,6,6,6,3,2015.2016
92540,10,9,9,4,2015.2016
92541,6,5,5,4,2015.2016
92542,10,15,15,5,2015.2016
92544,5,6,6,3,2015.2016
92545,12,15,15,5,2015.2016
92546,6,6,6,3,2015.2016
92547,9,10,10,4,2015.2016
92549,12,15,15,5,2015.2016
92551,12,15,15,5,2015.2016
92553,4,5,5,1,2015.2016
92554,12,15,15,5,2015.2016
92555,8,7,7,2,2015.2016
92556,2,5,2,2,2015.2016
92558,9,8,8,4,2015.2016
92560,7,7,7,4,2015.2016
92561,3,3,3,1,2015.2016
92563,8,10,10,5,2015.2016
92564,11,15,14,5,2015.2016
92565,7,8,8,4,2015.2016
92566,7,14,8,4,2015.2016
92567,12,14,14,5,2015.2016
92568,11,14,14,4,2015.2016
92569,9,9,9,1,2015.2016
92572,10,15,15,5,2015.2016
92573,4,3,3,2,2015.2016
92575,8,9,9,3,2015.2016
92576,10,10,10,1,2015.2016
92577,8,9,9,5,2015.2016
92580,5,14,14,5,2015.2016
92581,12,15,15,5,2015.2016
92582,6,6,6,4,2015.2016
92583,5,7,7,1,2015.2016
92584,10,14,14,2,2015.2016
92585,4,6,6,2,2015.2016
92586,9,14,10,3,2015.2016
92587,11,15,15,5,2015.2016
92588,4,4,4,3,2015.2016
92589,7,7,7,2,2015.2016
92590,7,4,4,3,2015.2016
92592,12,15,15,5,2015.2016
92593,1,15,15,4,2015.2016
92594,7,8,8,5,2015.2016
92595,3,3,3,4,2015.2016
92596,5,6,6,1,2015.2016
92600,5,6,6,4,2015.2016
92603,5,5,5,4,2015.2016
92606,8,9,9,4,2015.2016
92607,3,3,3,4,2015.2016
92608,9,14,14,3,2015.2016
92609,3,3,3,1,2015.2016
92610,12,15,15,4,2015.2016
92611,12,15,15,5,2015.2016
92612,12,15,15,5,2015.2016
92613,4,5,5,2,2015.2016
92615,11,15,15,5,2015.2016
92617,3,3,3,4,2015.2016
92618,8,9,9,2,2015.2016
92619,9,14,14,3,2015.2016
92620,4,4,4,3,2015.2016
92621,3,6,6,5,2015.2016
92622,3,3,3,4,2015.2016
92624,4,2,2,1,2015.2016
92625,9,10,10,4,2015.2016
92626,3,4,4,4,2015.2016
92627,5,8,8,5,2015.2016
92628,4,4,4,1,2015.2016
92629,6,7,7,3,2015.2016
92631,5,6,6,4,2015.2016
92632,7,9,9,4,2015.2016
92633,12,15,15,4,2015.2016
92635,10,15,15,5,2015.2016
92636,3,3,3,3,2015.2016
92637,10,15,15,4,2015.2016
92638,12,15,15,4,2015.2016
92639,7,15,15,3,2015.2016
92640,3,5,5,2,2015.2016
92642,4,5,5,4,2015.2016
92643,11,14,14,5,2015.2016
92644,1,10,10,2,2015.2016
92645,10,15,15,5,2015.2016
92646,7,7,7,4,2015.2016
92647,4,6,6,5,2015.2016
92648,2,2,2,4,2015.2016
92649,3,3,3,4,2015.2016
92651,5,6,6,1,2015.2016
92653,8,8,8,5,2015.2016
92654,8,7,7,4,2015.2016
92655,10,9,9,4,2015.2016
92656,10,15,10,3,2015.2016
92657,7,6,6,1,2015.2016
92658,4,2,2,1,2015.2016
92659,9,9,9,5,2015.2016
92661,12,15,15,3,2015.2016
92662,6,6,6,5,2015.2016
92664,5,7,7,3,2015.2016
92665,9,9,8,3,2015.2016
92666,5,5,5,3,2015.2016
92668,6,6,6,5,2015.2016
92669,10,10,10,4,2015.2016
92672,11,14,14,4,2015.2016
92674,4,7,4,3,2015.2016
92675,10,14,14,2,2015.2016
92677,3,7,7,3,2015.2016
92678,11,14,14,4,2015.2016
92679,3,5,5,2,2015.2016
92680,12,15,15,5,2015.2016
92683,8,8,8,4,2015.2016
92684,6,6,6,4,2015.2016
92685,3,7,7,1,2015.2016
92686,4,4,4,1,2015.2016
92687,12,15,15,5,2015.2016
92688,11,9,9,5,2015.2016
92689,10,9,9,3,2015.2016
92690,8,6,6,5,2015.2016
92692,8,14,14,4,2015.2016
92693,6,6,6,4,2015.2016
92694,12,15,15,5,2015.2016
92695,1,3,3,4,2015.2016
92696,8,15,15,3,2015.2016
92697,3,3,3,4,2015.2016
92698,12,15,15,5,2015.2016
92699,7,8,8,5,2015.2016
92700,4,4,4,1,2015.2016
92701,3,4,4,1,2015.2016
92702,12,15,15,4,2015.2016
92703,4,6,6,1,2015.2016
92704,2,2,2,3,2015.2016
92706,12,1,1,5,2015.2016
92707,3,6,6,1,2015.2016
92709,3,3,3,5,2015.2016
92710,11,10,10,5,2015.2016
92711,8,7,7,1,2015.2016
92712,10,15,15,5,2015.2016
92714,10,7,7,4,2015.2016
92715,6,6,6,1,2015.2016
92716,7,14,14,1,2015.2016
92717,7,7,7,4,2015.2016
92718,2,8,8,3,2015.2016
92719,11,14,14,5,2015.2016
92721,3,3,3,1,2015.2016
92722,5,14,5,3,2015.2016
92724,8,10,10,3,2015.2016
92725,4,4,4,1,2015.2016
92726,1,7,7,3,2015.2016
92728,4,6,6,3,2015.2016
92729,3,8,5,3,2015.2016
92730,7,7,7,4,2015.2016
92731,10,8,8,3,2015.2016
92732,2,5,2,5,2015.2016
92733,2,1,1,1,2015.2016
92734,6,7,7,3,2015.2016
92735,12,15,15,5,2015.2016
92739,10,14,14,4,2015.2016
92741,5,14,8,5,2015.2016
92742,3,2,2,4,2015.2016
92744,6,6,6,4,2015.2016
92745,6,6,6,3,2015.2016
92746,7,9,9,5,2015.2016
92748,6,6,6,4,2015.2016
92749,12,15,15,5,2015.2016
92750,2,5,4,2,2015.2016
92753,4,7,7,4,2015.2016
92754,9,15,9,4,2015.2016
92755,4,9,9,4,2015.2016
92756,11,14,14,5,2015.2016
92757,9,9,9,5,2015.2016
92758,6,7,7,2,2015.2016
92760,4,1,1,1,2015.2016
92761,11,15,15,5,2015.2016
92762,12,15,15,5,2015.2016
92764,12,15,15,5,2015.2016
92765,7,7,7,3,2015.2016
92766,4,5,5,4,2015.2016
92767,3,4,4,1,2015.2016
92769,7,8,8,4,2015.2016
92770,11,15,15,1,2015.2016
92772,12,15,15,3,2015.2016
92773,6,6,6,4,2015.2016
92774,10,10,10,4,2015.2016
92775,7,8,8,5,2015.2016
92776,8,10,10,4,2015.2016
92777,8,8,8,2,2015.2016
92778,10,10,10,4,2015.2016
92779,1,2,2,4,2015.2016
92780,11,10,10,5,2015.2016
92781,6,7,7,5,2015.2016
92782,3,6,3,1,2015.2016
92783,3,1,1,3,2015.2016
92784,5,12,6,4,2015.2016
92785,8,7,7,5,2015.2016
92787,3,5,5,3,2015.2016
92788,8,9,9,1,2015.2016
92790,6,4,4,4,2015.2016
92791,6,7,7,4,2015.2016
92792,6,7,7,5,2015.2016
92793,8,8,8,4,2015.2016
92794,10,14,14,3,2015.2016
92795,11,15,15,5,2015.2016
92796,1,6,1,2,2015.2016
92797,3,15,15,5,2015.2016
92799,3,2,2,2,2015.2016
92800,5,7,7,3,2015.2016
92802,12,15,15,1,2015.2016
92803,5,5,5,4,2015.2016
92804,7,9,9,4,2015.2016
92805,7,8,8,3,2015.2016
92806,7,6,6,3,2015.2016
92807,5,5,5,3,2015.2016
92808,10,9,9,2,2015.2016
92809,3,3,3,2,2015.2016
92811,4,4,4,1,2015.2016
92812,8,8,8,3,2015.2016
92813,12,15,15,5,2015.2016
92814,3,6,3,4,2015.2016
92815,6,6,6,3,2015.2016
92816,6,6,6,3,2015.2016
92817,3,3,3,1,2015.2016
92819,6,5,5,5,2015.2016
92820,9,14,14,4,2015.2016
92821,11,14,14,5,2015.2016
92822,11,14,14,2,2015.2016
92823,6,15,15,5,2015.2016
92824,8,6,6,5,2015.2016
92825,3,2,2,2,2015.2016
92826,8,8,8,2,2015.2016
92827,2,2,2,3,2015.2016
92828,3,4,4,1,2015.2016
92835,8,6,6,1,2015.2016
92837,9,8,8,4,2015.2016
92838,6,5,5,3,2015.2016
92839,11,14,14,5,2015.2016
92840,9,14,14,5,2015.2016
92841,8,8,8,2,2015.2016
92842,9,9,9,5,2015.2016
92844,6,7,7,2,2015.2016
92845,7,7,7,4,2015.2016
92846,8,10,10,3,2015.2016
92847,6,7,7,4,2015.2016
92848,2,3,3,4,2015.2016
92849,8,8,8,5,2015.2016
92850,12,15,15,5,2015.2016
92851,5,6,6,1,2015.2016
92852,11,15,15,4,2015.2016
92853,5,7,7,2,2015.2016
92854,12,15,15,4,2015.2016
92857,3,3,3,2,2015.2016
92858,1,9,1,4,2015.2016
92859,6,5,5,4,2015.2016
92860,12,15,15,3,2015.2016
92861,4,5,5,4,2015.2016
92862,10,15,15,5,2015.2016
92863,8,10,10,3,2015.2016
92864,3,7,7,1,2015.2016
92866,12,15,15,5,2015.2016
92867,6,6,6,3,2015.2016
92869,11,10,10,4,2015.2016
92871,12,15,15,5,2015.2016
92872,3,4,3,4,2015.2016
92873,5,7,7,4,2015.2016
92874,7,9,9,4,2015.2016
92876,5,8,7,3,2015.2016
92877,6,7,7,4,2015.2016
92878,12,15,15,3,2015.2016
92880,7,7,7,3,2015.2016
92881,10,14,14,2,2015.2016
92882,9,14,14,3,2015.2016
92883,11,15,15,5,2015.2016
92885,8,7,7,4,2015.2016
92886,5,6,6,1,2015.2016
92889,6,8,8,4,2015.2016
92891,12,15,15,5,2015.2016
92892,4,4,4,1,2015.2016
92894,7,6,6,4,2015.2016
92895,7,4,4,3,2015.2016
92896,6,6,6,2,2015.2016
92897,4,5,5,3,2015.2016
92898,9,8,8,4,2015.2016
92899,9,9,9,5,2015.2016
92900,2,3,3,2,2015.2016
92901,2,2,2,2,2015.2016
92902,6,4,4,2,2015.2016
92903,9,8,8,5,2015.2016
92904,2,3,3,2,2015.2016
92905,4,8,8,3,2015.2016
92906,6,9,9,4,2015.2016
92907,9,14,14,5,2015.2016
92910,3,7,7,1,2015.2016
92911,8,8,8,5,2015.2016
92912,8,15,15,5,2015.2016
92914,5,10,6,5,2015.2016
92915,10,14,14,5,2015.2016
92917,7,8,8,4,2015.2016
92919,8,8,8,4,2015.2016
92920,8,8,8,4,2015.2016
92921,6,6,6,4,2015.2016
92922,5,5,5,2,2015.2016
92923,7,8,8,4,2015.2016
92924,12,15,15,5,2015.2016
92925,11,14,14,5,2015.2016
92927,3,2,2,4,2015.2016
92929,7,10,10,5,2015.2016
92933,9,9,9,1,2015.2016
92934,3,4,4,1,2015.2016
92935,1,6,1,3,2015.2016
92936,11,15,15,3,2015.2016
92938,7,7,7,5,2015.2016
92939,10,9,9,3,2015.2016
92940,6,7,7,2,2015.2016
92941,8,9,9,4,2015.2016
92942,8,15,15,5,2015.2016
92944,12,15,15,3,2015.2016
92945,10,9,9,4,2015.2016
92947,6,6,6,4,2015.2016
92948,8,8,8,3,2015.2016
92949,5,6,6,3,2015.2016
92950,7,8,8,2,2015.2016
92951,7,8,8,3,2015.2016
92952,3,3,3,5,2015.2016
92953,8,8,8,1,2015.2016
92955,7,7,7,1,2015.2016
92956,4,5,5,4,2015.2016
92957,8,9,9,5,2015.2016
92958,8,6,6,4,2015.2016
92960,5,7,7,3,2015.2016
92961,5,5,5,4,2015.2016
92962,8,8,8,3,2015.2016
92964,11,14,14,5,2015.2016
92965,12,15,15,5,2015.2016
92966,6,4,4,2,2015.2016
92967,7,4,4,1,2015.2016
92968,7,7,7,3,2015.2016
92970,9,14,14,4,2015.2016
92971,12,15,15,2,2015.2016
92972,9,9,9,1,2015.2016
92974,4,6,6,1,2015.2016
92975,9,9,9,3,2015.2016
92976,6,3,3,1,2015.2016
92977,6,1,1,4,2015.2016
92978,11,14,14,5,2015.2016
92981,4,4,4,1,2015.2016
92982,11,14,14,4,2015.2016
92984,9,8,8,4,2015.2016
92985,7,10,10,3,2015.2016
92986,7,7,7,4,2015.2016
92987,6,8,8,3,2015.2016
92988,10,10,10,4,2015.2016
