SEQN,Income from wages/salaries,Income from self employment,Income from Social Security or RR,Income from other disability pension,Income from retirement/survivor pension,Income from Supplemental Security,Income from state/county cash assistance,Income from interest/dividends or rental,Income from other sources,Monthly family income,Family monthly poverty level index,Family monthly poverty level category,Gender,Total household income,Total family income,A ratio of family income to poverty guidelines,In what country were you born?,Age,person's education level,Year
80275,1,2,2,2,2,2,2,2,2,2,0.17,1,1,4,4,0.54,1,28,4,2013.2014
80277,1,2,2,2,2,2,2,2,2,6,2.78,3,2,7,7,3,1,57,3,2013.2014
80279,1,1,2,2,2,2,2,2,1,12,4.84,3,1,15,15,5,1,38,3,2013.2014
80280,1,2,2,2,2,2,2,2,2,10,1.82,2,2,15,15,3.79,2,62,1,2013.2014
80281,1,2,2,2,2,2,2,2,1,5,1.53,2,2,5,5,1.53,1,44,4,2013.2014
80282,1,1,2,2,2,2,1,2,2,2,0.21,1,2,2,2,0.21,1,34,3,2013.2014
80283,1,1,2,2,2,2,2,2,1,1,0.18,1,2,1,1,0.01,1,32,3,2013.2014
80284,1,2,2,2,2,2,2,2,1,11,3.01,3,1,15,15,3.94,1,49,5,2013.2014
80285,1,1,2,2,2,2,2,2,2,12,5,3,1,15,15,5,2,50,5,2013.2014
80286,1,2,2,2,2,2,2,2,2,7,1.38,2,1,7,7,1.5,2,38,5,2013.2014
80287,1,2,2,2,2,2,2,2,2,8,2.43,3,2,9,9,3.03,1,21,3,2013.2014
80288,2,1,1,2,2,2,2,1,2,4,1.41,2,1,4,4,1.43,1,64,5,2013.2014
80290,1,2,2,2,2,2,2,2,2,9,3.03,3,1,14,14,3.79,1,35,5,2013.2014
80291,1,1,2,2,2,2,2,2,2,1,0,1,1,9,7,3,1,24,4,2013.2014
80293,1,1,2,2,2,2,2,2,2,1,0,1,2,6,1,0,1,50,4,2013.2014
80294,2,2,1,2,1,2,2,1,2,9,3.81,3,2,10,10,4.45,1,75,4,2013.2014
80296,2,2,1,1,1,2,2,2,2,5,1.97,3,2,5,5,1.97,1,64,2,2013.2014
80297,1,2,2,2,2,2,2,2,2,7,1.51,2,2,6,6,1.26,1,49,4,2013.2014
80298,1,2,2,2,2,2,2,2,2,5,0.76,1,2,5,5,0.76,1,33,1,2013.2014
80299,2,2,2,2,2,2,2,1,1,11,4.3,3,1,6,6,1.36,1,48,5,2013.2014
80300,1,2,2,2,2,2,2,1,2,5,1.95,3,2,3,3,1,1,61,4,2013.2014
80301,1,2,2,2,2,2,2,2,2,9,2.91,3,1,7,7,2.02,1,24,3,2013.2014
80302,2,2,1,2,2,1,1,2,2,2,0.47,1,2,3,3,0.51,1,33,2,2013.2014
80303,1,1,2,2,2,2,2,2,1,6,0.96,1,1,5,5,0.8,1,33,4,2013.2014
80304,1,2,2,2,2,2,2,2,2,5,1.02,1,1,6,6,1.06,2,43,3,2013.2014
80307,2,2,1,2,2,2,2,2,2,4,1.07,1,2,4,4,0.95,1,80,4,2013.2014
80308,1,2,2,2,2,2,2,2,2,7,1.53,2,1,9,9,2.34,2,34,4,2013.2014
80311,1,2,1,2,1,2,2,1,2,7,1.13,1,2,8,8,1.56,1,78,5,2013.2014
80312,1,2,2,2,2,2,2,2,2,6,0.76,1,1,7,7,0.88,1,39,2,2013.2014
80313,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,32,5,2013.2014
80314,1,2,2,2,2,2,2,2,2,9,2.15,3,2,10,10,2.33,1,38,4,2013.2014
80317,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,47,5,2013.2014
80319,1,1,2,2,2,2,2,2,2,12,5,3,2,15,15,4.67,1,51,5,2013.2014
80320,1,2,2,2,2,2,2,2,1,5,0.86,1,2,5,5,0.72,1,32,3,2013.2014
80321,2,2,1,1,2,1,2,2,2,4,1.11,1,1,4,4,1.08,1,68,3,2013.2014
80322,1,1,2,2,2,2,2,2,2,1,0,1,2,10,10,4.13,2,55,4,2013.2014
80323,2,2,2,2,2,2,2,2,1,2,0.63,1,1,1,1,0.26,1,33,4,2013.2014
80324,1,2,2,2,2,1,2,2,2,3,0.61,1,2,4,4,0.67,1,48,4,2013.2014
80325,1,2,2,2,2,2,2,2,2,2,0.46,1,2,5,5,1.46,1,19,4,2013.2014
80327,1,2,2,2,2,2,2,2,2,4,1.46,2,1,3,3,0.87,2,27,5,2013.2014
80328,2,2,1,2,1,2,2,2,2,4,1.57,2,2,4,4,1.57,1,71,3,2013.2014
80329,1,2,2,2,2,2,2,2,2,7,1.06,1,2,10,10,1.64,2,55,1,2013.2014
80330,1,1,1,2,2,2,2,2,2,8,3.05,3,1,8,8,3.18,2,73,5,2013.2014
80331,2,2,2,2,2,1,2,2,2,3,0.92,1,1,8,3,0.92,1,80,1,2013.2014
80332,1,2,2,2,2,2,2,2,1,7,1.26,1,1,4,4,0.71,1,29,4,2013.2014
80334,1,2,2,2,2,2,2,2,1,6,1.26,1,2,7,7,1.47,1,52,5,2013.2014
80335,1,2,2,1,2,2,2,2,1,6,2.88,3,1,6,3,1.22,1,28,3,2013.2014
80336,1,2,2,2,2,2,2,1,2,6,0.76,1,2,6,6,0.68,1,25,5,2013.2014
80337,1,2,2,2,2,2,2,2,2,12,4.35,3,2,15,15,4.35,1,40,2,2013.2014
80338,1,1,2,2,2,2,2,2,2,5,2.06,3,1,6,3,1.2,1,23,4,2013.2014
80339,1,2,2,2,2,2,2,2,2,4,0.8,1,2,4,4,0.92,2,37,3,2013.2014
80340,1,1,2,2,1,2,2,1,2,10,4.56,3,1,15,14,5,1,61,4,2013.2014
80341,1,2,2,2,2,2,2,2,2,4,0.76,1,2,10,10,2.97,1,38,5,2013.2014
80342,1,2,2,2,2,2,1,2,2,7,1.74,2,2,7,7,1.74,1,62,4,2013.2014
80344,1,2,2,2,2,2,2,2,2,3,1.03,1,2,3,3,1.24,1,21,4,2013.2014
80345,2,2,1,2,1,2,2,2,2,5,1.55,2,2,5,5,1.29,2,71,1,2013.2014
80346,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,33,5,2013.2014
80348,1,1,1,2,2,2,2,1,2,12,5,3,2,15,15,5,1,47,5,2013.2014
80351,1,2,2,2,2,2,2,2,2,12,4.53,3,2,14,14,3.14,1,29,4,2013.2014
80352,1,2,2,2,2,2,2,2,1,3,0.45,1,1,7,7,1.13,1,24,2,2013.2014
80353,1,2,1,2,2,2,2,1,2,8,2.29,3,2,10,10,2.76,1,80,2,2013.2014
80354,1,1,2,2,2,2,2,1,2,11,2.83,3,2,14,14,2.83,1,46,5,2013.2014
80355,2,2,1,2,2,1,2,2,2,3,0.89,1,2,3,3,0.89,2,70,1,2013.2014
80356,2,2,2,2,2,2,2,2,2,2,0.2,1,1,3,3,0.42,1,29,2,2013.2014
80357,1,2,2,2,2,2,2,2,2,4,0.66,1,2,3,3,0.47,1,41,2,2013.2014
80359,1,2,2,2,2,2,2,2,2,5,0.76,1,1,1,1,0.06,1,31,4,2013.2014
80360,1,2,2,2,2,2,2,1,1,12,5,3,2,15,15,5,1,31,5,2013.2014
80362,1,2,2,2,2,2,2,2,2,11,5,3,2,15,15,5,1,60,5,2013.2014
80363,1,1,2,2,2,2,2,1,2,11,2.83,3,2,14,14,2.83,1,46,5,2013.2014
80364,1,2,2,2,1,2,2,1,1,10,4.58,3,2,15,15,5,2,47,5,2013.2014
80365,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,2,34,5,2013.2014
80366,1,1,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,63,4,2013.2014
80367,1,2,2,2,1,2,2,1,2,4,0.49,1,2,5,5,0.69,2,71,1,2013.2014
80368,1,2,2,2,2,2,2,2,2,9,2.09,3,1,15,15,4.64,1,46,4,2013.2014
80369,1,1,2,2,2,2,2,2,2,8,2.04,3,2,6,6,1.32,2,33,3,2013.2014
80371,1,2,2,2,2,2,2,2,2,8,2.01,3,2,7,7,1.47,2,39,3,2013.2014
80372,1,1,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,42,5,2013.2014
80373,1,2,2,2,2,2,2,2,2,11,2.36,3,2,12,8,1.4,1,55,1,2013.2014
80375,1,2,1,2,1,2,2,1,2,9,3.28,3,1,15,15,5,1,72,3,2013.2014
80376,2,2,2,1,2,2,2,1,1,3,0.33,1,2,4,4,0.4,1,31,3,2013.2014
80377,2,2,2,1,2,2,2,2,2,4,0.56,1,1,4,4,0.54,1,44,3,2013.2014
80378,1,2,2,2,2,2,2,2,2,6,1.16,1,2,5,5,0.88,1,26,3,2013.2014
80379,1,2,1,2,2,2,2,2,2,5,2.06,3,1,6,6,2.57,1,67,1,2013.2014
80380,1,2,2,2,2,2,2,2,2,11,2.96,3,1,14,14,3.3,1,39,3,2013.2014
80381,2,2,1,2,2,2,2,1,2,5,1.45,2,1,5,5,1.46,1,80,3,2013.2014
80382,1,2,1,2,1,2,2,1,2,7,1.13,1,1,8,8,1.56,1,78,5,2013.2014
80383,1,2,2,2,2,2,2,1,2,12,4.59,3,1,15,15,5,1,36,5,2013.2014
80384,1,2,2,2,2,2,2,2,2,3,0.38,1,2,3,3,0.35,1,26,3,2013.2014
80385,1,2,1,2,1,2,2,2,2,11,5,3,1,15,15,5,1,68,3,2013.2014
80386,1,2,2,2,2,2,2,2,2,6,2.17,3,1,7,7,2.42,1,33,4,2013.2014
80387,1,2,2,2,2,2,2,2,1,7,1.82,2,2,7,7,1.97,1,42,5,2013.2014
80388,1,2,2,2,2,2,2,2,2,2,0.46,1,2,6,6,2.06,2,57,4,2013.2014
80389,1,2,1,2,2,2,2,2,2,3,1.04,1,1,3,3,0.87,1,80,3,2013.2014
80390,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,2,37,5,2013.2014
80391,2,2,2,2,2,2,1,2,2,6,1.06,1,1,5,3,0.38,2,32,3,2013.2014
80392,1,2,2,2,2,2,2,1,1,11,3,3,2,15,15,5,1,55,4,2013.2014
80393,2,2,1,2,1,2,2,1,2,10,4.64,3,1,14,14,5,1,66,4,2013.2014
80394,1,1,2,2,2,2,2,2,2,8,3.48,3,1,14,8,3.09,1,62,2,2013.2014
80395,1,2,2,2,2,2,2,1,1,11,2.82,3,1,14,14,2.82,1,42,5,2013.2014
80396,1,2,2,2,2,2,2,2,2,8,4.63,3,1,9,9,5,1,31,4,2013.2014
80398,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,54,5,2013.2014
80399,1,1,1,1,2,2,1,1,1,12,5,3,1,15,15,5,1,69,5,2013.2014
80401,2,2,1,2,2,2,2,2,2,6,1.21,1,2,4,4,0.78,1,76,1,2013.2014
80402,2,2,2,2,1,2,2,2,2,5,2.06,3,1,7,7,3,1,66,4,2013.2014
80403,1,2,2,2,2,2,2,2,2,7,1.29,1,2,7,7,1.43,2,36,4,2013.2014
80405,1,2,2,2,2,2,2,2,2,3,0.52,1,2,5,5,0.73,1,48,3,2013.2014
80408,1,2,2,2,2,2,2,1,1,9,3.87,3,2,7,7,2.58,1,43,5,2013.2014
80409,1,2,2,2,2,2,2,2,1,7,1.4,2,2,9,9,2.15,1,30,3,2013.2014
80411,2,2,2,2,2,2,1,2,2,6,1.06,1,1,5,3,0.38,2,32,3,2013.2014
80412,2,1,2,2,2,2,2,2,2,11,2.79,3,1,6,6,0.93,1,33,4,2013.2014
80414,1,2,2,2,2,2,2,2,2,6,1.26,1,1,7,6,1.26,2,64,1,2013.2014
80415,1,1,2,2,2,2,2,2,1,9,2.55,3,1,7,7,1.59,1,38,4,2013.2014
80416,1,2,1,1,1,1,1,1,1,8,2.29,3,1,8,8,2.12,1,65,3,2013.2014
80419,1,2,2,2,2,2,2,2,2,11,4.24,3,2,14,14,3.79,1,34,4,2013.2014
80420,9,2,2,2,2,2,2,2,2,8,1.33,2,2,8,8,1.39,1,30,4,2013.2014
80421,1,2,2,2,2,2,2,2,2,11,3.99,3,2,14,14,4.1,1,49,5,2013.2014
80423,1,2,2,2,2,2,2,1,1,9,2.55,3,1,9,9,2.34,1,37,3,2013.2014
80424,1,2,2,2,2,2,2,2,2,8,1.93,3,2,9,9,1.97,1,43,3,2013.2014
80425,2,2,1,2,2,2,2,2,2,6,0.87,1,1,5,5,0.73,1,41,3,2013.2014
80427,1,2,2,2,2,2,2,2,2,8,3.05,3,1,9,9,3.94,1,54,5,2013.2014
80429,2,1,2,2,2,2,2,2,2,1,0.03,1,2,1,1,0.02,1,55,1,2013.2014
80430,1,1,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,44,5,2013.2014
80431,2,2,2,2,2,2,2,2,2,11,3.97,3,2,14,14,3.98,2,44,5,2013.2014
80432,1,2,1,2,2,1,2,2,2,2,0.82,1,2,2,2,0.82,2,77,1,2013.2014
80433,1,2,2,2,2,1,2,2,2,3,0.4,1,2,5,5,0.56,1,33,3,2013.2014
80434,2,1,2,2,2,2,2,2,2,6,2.47,3,2,6,6,2.31,2,62,3,2013.2014
80435,1,2,2,2,2,2,2,1,1,12,4.73,3,2,15,15,5,1,36,5,2013.2014
80436,1,2,2,1,1,1,2,2,1,3,0.44,1,2,3,3,0.44,2,56,3,2013.2014
80437,1,1,2,2,2,2,2,2,2,12,4.79,3,2,15,15,4.72,1,48,4,2013.2014
80438,1,2,2,2,2,2,2,2,1,6,1.12,1,2,3,3,0.47,2,37,5,2013.2014
80440,1,1,1,2,2,2,2,1,2,12,5,3,2,15,15,5,2,47,5,2013.2014
80441,1,2,2,2,2,2,2,1,2,12,4.3,3,2,15,15,3.58,1,52,5,2013.2014
80443,1,2,2,2,2,2,2,2,2,7,1.29,1,2,6,6,1.08,1,34,4,2013.2014
80445,1,2,2,2,2,2,2,2,1,2,0.25,1,1,5,5,0.82,1,42,4,2013.2014
80446,1,2,2,2,2,2,2,1,2,11,5,3,2,14,14,5,1,31,5,2013.2014
80447,1,2,2,2,2,2,2,2,2,12,3.42,3,2,15,15,4.43,1,38,5,2013.2014
80449,1,2,2,2,2,2,2,2,2,11,4.08,3,2,15,15,4.88,1,42,4,2013.2014
80450,1,2,2,1,2,1,2,2,2,9,2.69,3,2,9,9,2.69,2,80,5,2013.2014
80452,1,2,2,2,2,1,1,2,2,5,0.86,1,2,4,4,0.68,1,30,2,2013.2014
80453,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,38,5,2013.2014
80454,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,0,2,63,1,2013.2014
80455,1,2,2,2,2,2,2,2,2,5,1.01,1,2,5,5,0.88,1,33,5,2013.2014
80456,1,2,2,2,2,2,2,1,1,11,5,3,2,14,14,5,2,47,5,2013.2014
80458,1,2,2,2,2,2,2,2,2,4,0.7,1,2,4,4,0.65,2,24,2,2013.2014
80459,1,2,2,2,2,2,2,2,2,10,2.61,3,2,10,10,2.54,1,35,2,2013.2014
80460,1,1,2,2,2,2,2,2,2,10,3.02,3,2,14,14,3.14,1,37,5,2013.2014
80461,1,2,2,2,2,2,2,2,2,9,2.15,3,2,14,14,2.69,1,26,4,2013.2014
80462,1,2,2,2,2,2,2,1,1,12,5,3,1,15,15,5,1,30,4,2013.2014
80465,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,49,5,2013.2014
80467,1,2,2,2,2,2,2,2,2,5,1.53,2,1,6,6,1.84,1,26,4,2013.2014
80468,1,2,2,2,2,2,2,2,2,6,1.7,2,2,6,6,1.36,1,61,2,2013.2014
80469,1,2,1,2,1,2,2,1,2,11,5,3,2,15,15,5,2,74,5,2013.2014
80470,1,2,2,2,2,2,2,2,1,2,0.25,1,2,3,3,0.49,1,33,4,2013.2014
80472,1,2,1,2,2,2,2,2,2,11,2.66,3,1,15,15,3.48,1,39,5,2013.2014
80473,1,2,2,2,2,1,2,2,1,4,0.49,1,2,6,6,0.95,1,35,4,2013.2014
80474,1,2,2,2,2,2,2,2,2,8,1.52,2,2,8,8,1.58,1,41,4,2013.2014
80475,1,2,2,2,2,2,2,2,1,5,0.86,1,1,5,5,0.72,1,32,3,2013.2014
80476,1,2,1,2,1,2,1,2,1,12,4,3,1,15,15,3.89,1,68,4,2013.2014
80477,1,1,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,44,5,2013.2014
80478,2,2,1,2,1,2,2,2,2,7,2.72,3,2,8,8,3.1,1,79,5,2013.2014
80479,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,2,62,5,2013.2014
80480,1,2,2,2,1,2,2,2,2,6,0.63,1,1,5,5,0.54,2,43,1,2013.2014
80481,1,2,2,2,2,2,2,2,2,5,1.23,1,1,4,4,0.92,1,25,4,2013.2014
80482,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,55,5,2013.2014
80483,1,2,2,2,2,2,2,2,2,3,0.85,1,2,3,3,0.84,2,59,3,2013.2014
80484,1,2,1,2,2,2,2,1,1,7,1.18,1,1,14,14,2.11,1,31,4,2013.2014
80486,1,1,1,1,2,2,1,1,1,12,5,3,2,15,15,5,1,69,5,2013.2014
80487,1,2,2,2,2,2,2,2,2,7,1.19,1,2,6,6,0.88,1,29,4,2013.2014
80489,1,2,2,2,2,2,2,1,2,9,2.89,3,2,9,9,3.17,1,46,4,2013.2014
80490,1,2,2,2,2,2,2,2,1,7,1.51,2,2,7,7,1.47,2,33,4,2013.2014
80491,2,2,1,2,1,2,2,1,2,10,5,3,2,15,15,5,1,73,5,2013.2014
80492,1,2,1,2,1,1,2,2,2,8,1.54,2,2,8,8,1.56,2,70,3,2013.2014
80493,1,2,2,2,2,2,2,2,2,8,4.18,3,1,9,9,5,1,52,5,2013.2014
80494,2,1,2,2,2,2,2,2,2,1,0.03,1,2,1,1,0.02,1,55,1,2013.2014
80496,1,2,2,2,2,2,2,1,2,9,2.18,3,2,10,10,2.36,1,32,2,2013.2014
80497,1,1,1,1,2,2,2,2,2,6,0.68,1,2,6,6,0.68,2,64,3,2013.2014
80498,1,1,1,2,2,2,2,1,2,12,5,3,1,15,15,5,2,64,5,2013.2014
80500,2,2,2,2,2,2,2,2,2,3,0.51,1,2,3,3,0.51,1,33,5,2013.2014
80501,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,0,1,18,3,2013.2014
80504,1,2,1,2,2,2,2,2,1,11,2.44,3,1,15,15,4.07,1,45,5,2013.2014
80505,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,46,5,2013.2014
80506,1,1,2,2,1,2,2,1,2,11,4.3,3,1,14,14,5,1,53,5,2013.2014
80507,2,2,2,2,2,1,2,2,2,2,0.72,1,2,2,2,0.69,2,32,4,2013.2014
80508,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,2,39,5,2013.2014
80509,1,2,2,2,2,2,2,1,2,11,3.48,3,2,15,15,5,1,45,5,2013.2014
80510,1,2,2,1,2,2,2,2,2,8,1.72,2,1,7,7,1.43,1,32,4,2013.2014
80512,2,2,1,2,1,2,2,2,2,3,0.99,1,2,3,3,0.87,1,69,5,2013.2014
80513,1,2,2,2,2,2,2,1,2,11,3.57,3,2,14,14,3.82,1,40,3,2013.2014
80514,1,2,2,2,2,2,2,1,2,12,5,3,2,5,5,0.85,1,32,2,2013.2014
80515,2,1,1,2,2,2,2,1,2,8,2.46,3,2,7,7,2.05,1,66,4,2013.2014
80518,1,2,2,2,2,2,2,2,2,8,2.04,3,2,8,8,1.91,1,46,3,2013.2014
80519,1,2,2,2,2,2,2,2,2,7,1.51,2,2,7,7,1.47,2,34,3,2013.2014
80521,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,31,5,2013.2014
80522,1,2,2,2,2,2,2,2,2,4,1.67,2,1,8,8,4.18,1,55,4,2013.2014
80523,1,1,2,2,2,2,2,2,2,3,0.38,1,1,3,3,0.31,2,52,1,2013.2014
80524,1,2,2,2,2,1,2,2,2,5,0.57,1,2,6,6,0.65,1,56,4,2013.2014
80525,1,2,2,2,2,2,2,2,2,6,1.09,1,2,6,6,1.09,1,33,3,2013.2014
80526,1,2,2,2,2,2,2,2,2,1,0.21,1,2,1,1,0.17,1,35,3,2013.2014
80528,1,2,2,2,2,2,2,2,2,3,0.51,1,2,5,5,1.04,1,50,3,2013.2014
80530,1,2,1,2,2,2,2,2,2,4,1.18,1,1,5,5,1.46,1,55,2,2013.2014
80531,1,1,2,2,2,2,2,2,2,9,2.52,3,2,9,9,2.52,2,44,1,2013.2014
80534,1,2,2,2,2,2,2,2,2,11,2.66,3,2,14,14,2.39,1,34,4,2013.2014
80535,1,2,2,2,2,2,2,1,2,7,1.84,2,2,8,8,2.56,1,25,4,2013.2014
80537,1,2,1,2,2,2,2,2,2,7,1.53,2,1,7,7,1.7,1,65,2,2013.2014
80538,2,2,1,2,1,2,2,2,2,7,2.29,3,1,7,7,2.23,1,80,3,2013.2014
80539,1,2,2,2,2,2,2,2,1,8,1.96,3,1,7,7,1.45,1,40,3,2013.2014
80540,1,2,2,2,2,2,2,1,1,4,1.54,2,2,3,3,1.03,1,18,4,2013.2014
80541,1,2,2,2,2,2,2,2,2,9,2.5,3,1,10,10,2.89,1,31,4,2013.2014
80542,1,2,2,2,2,2,2,2,2,12,3.7,3,2,14,14,3.45,1,36,3,2013.2014
80543,1,2,2,2,2,2,2,1,2,3,1.03,1,1,15,9,5,1,28,5,2013.2014
80545,1,2,2,2,2,2,2,1,1,11,3,3,1,15,15,5,1,55,4,2013.2014
80546,1,2,2,2,2,2,2,2,2,7,2.09,3,2,7,7,1.95,1,31,4,2013.2014
80547,2,2,1,1,2,2,2,2,2,7,2.32,3,1,7,7,2.67,1,55,2,2013.2014
80548,2,2,1,2,1,2,2,1,2,7,3.08,3,1,6,6,2.74,1,80,2,2013.2014
80549,2,1,1,2,1,2,2,1,2,5,2.06,3,1,5,5,2.06,2,76,5,2013.2014
80550,2,2,1,2,1,2,2,1,2,5,2.09,3,2,5,5,1.96,1,72,3,2013.2014
80551,1,2,2,2,2,2,2,2,2,11,4.24,3,2,15,15,5,1,40,5,2013.2014
80552,1,2,2,2,2,2,2,1,1,11,5,3,2,14,14,4.84,1,41,5,2013.2014
80553,1,2,2,1,2,2,2,2,2,2,0.58,1,2,3,3,0.84,2,52,2,2013.2014
80554,1,2,2,2,2,2,2,2,2,5,0.86,1,2,5,5,0.72,1,44,2,2013.2014
80555,2,2,1,2,2,2,2,1,2,4,1.54,2,1,4,4,1.54,1,75,5,2013.2014
80556,2,2,2,2,2,2,2,2,2,8,2.59,3,1,4,1,0,2,51,5,2013.2014
80558,1,2,2,2,2,2,2,2,2,7,1.22,1,2,10,10,2.22,1,30,3,2013.2014
80559,1,2,2,2,2,2,2,2,2,5,2.01,3,1,14,7,3,1,26,4,2013.2014
80560,1,2,2,2,2,2,2,2,2,3,0.52,1,1,5,5,0.73,1,48,3,2013.2014
80561,1,2,2,2,2,2,2,1,2,11,4.92,3,1,15,15,5,2,39,5,2013.2014
80562,2,2,2,2,2,2,2,2,2,2,0.62,1,2,9,1,0.17,1,24,4,2013.2014
80563,1,2,1,1,1,2,2,2,2,7,1.01,1,2,7,7,1.01,1,66,2,2013.2014
80564,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,45,5,2013.2014
80565,1,2,1,2,2,2,1,2,2,2,0.38,1,2,2,2,0.38,1,47,2,2013.2014
80566,1,2,2,2,2,2,2,2,2,3,0.39,1,2,3,3,0.44,1,34,1,2013.2014
80567,1,2,2,2,2,2,1,2,2,4,0.56,1,1,4,4,0.68,1,38,4,2013.2014
80568,1,2,2,2,2,2,2,2,2,7,1.84,2,2,7,7,1.89,1,36,5,2013.2014
80569,1,1,2,2,2,2,2,1,2,7,1.31,2,2,15,15,3.63,1,46,1,2013.2014
80570,1,2,1,2,2,2,2,2,2,12,5,3,2,15,15,5,1,76,5,2013.2014
80571,1,2,1,2,1,1,2,2,2,8,1.54,2,1,8,8,1.56,2,70,3,2013.2014
80572,1,2,2,2,2,2,2,2,1,2,0.37,1,2,2,2,0.41,1,46,5,2013.2014
80573,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,2,64,5,2013.2014
80575,1,2,2,1,2,2,2,2,2,4,0.51,1,2,4,4,0.42,1,53,1,2013.2014
80576,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,4.61,1,32,5,2013.2014
80578,1,2,2,2,2,2,2,2,2,8,3.09,3,1,9,9,3.55,1,44,5,2013.2014
80579,1,2,2,2,2,2,2,2,2,8,1.43,2,1,8,8,1.44,1,40,3,2013.2014
80581,1,2,2,2,2,2,2,2,2,6,1.6,2,1,6,6,1.59,1,55,4,2013.2014
80582,1,1,2,2,2,2,2,1,1,2,0.26,1,2,2,2,0.3,1,28,5,2013.2014
80583,1,2,1,1,2,1,2,2,2,7,1.14,1,2,8,8,1.42,1,24,4,2013.2014
80584,1,2,1,2,2,2,2,2,2,7,1.03,1,2,8,8,1.25,1,41,2,2013.2014
80587,1,2,2,1,2,2,2,2,1,12,5,3,1,15,15,5,1,36,4,2013.2014
80589,1,2,2,2,2,2,2,2,2,4,1.14,1,2,3,3,0.64,1,28,5,2013.2014
80590,1,2,1,2,2,2,2,2,2,5,1.04,1,2,5,5,1.02,1,43,3,2013.2014
80591,1,2,2,2,2,1,2,2,2,7,1.31,2,1,6,6,1.02,1,30,4,2013.2014
80592,1,2,2,2,2,2,2,2,2,6,1.35,2,1,4,4,0.82,1,20,3,2013.2014
80593,2,2,1,2,1,2,2,1,2,8,3.05,3,1,8,8,3.18,2,63,4,2013.2014
80594,1,2,2,2,2,2,2,2,2,6,1.93,3,2,15,15,5,1,62,2,2013.2014
80596,2,2,2,2,2,1,2,1,2,3,0.67,1,1,5,5,1.29,1,55,3,2013.2014
80597,1,2,2,2,2,2,2,2,1,9,2.52,3,2,9,9,2.52,1,42,5,2013.2014
80598,1,1,2,1,1,2,2,2,2,12,2.99,3,2,15,15,3.24,1,56,5,2013.2014
80599,2,2,1,2,2,2,2,2,2,5,1.3,1,1,4,4,1.21,1,77,4,2013.2014
80600,1,2,2,2,2,2,1,2,2,2,0.31,1,2,3,3,0.51,1,29,3,2013.2014
80601,1,1,2,2,2,2,1,2,2,6,1.09,1,2,7,7,1.27,1,74,4,2013.2014
80602,1,2,1,2,2,2,2,1,2,6,1.52,2,2,15,15,5,2,74,5,2013.2014
80603,1,2,2,2,2,2,2,1,2,8,3.09,3,2,8,8,3.22,2,37,5,2013.2014
80604,2,2,2,1,2,1,2,2,2,3,1.07,1,1,12,3,1.04,1,46,3,2013.2014
80605,1,1,2,2,2,2,2,2,2,4,0.56,1,1,6,6,1.07,1,34,4,2013.2014
80607,2,1,2,2,2,2,2,2,1,4,0.7,1,1,3,3,0.47,1,48,1,2013.2014
80608,1,2,2,2,2,2,1,2,2,1,0,1,1,2,2,0.25,1,26,2,2013.2014
80611,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,2,44,5,2013.2014
80612,1,2,2,2,2,2,2,2,2,7,2.24,3,2,8,8,2.27,1,32,4,2013.2014
80613,1,2,1,2,2,1,2,2,2,6,0.69,1,2,5,5,0.48,1,75,2,2013.2014
80614,1,1,2,2,2,2,2,2,2,5,0.73,1,2,6,6,1.02,1,28,3,2013.2014
80616,1,2,2,2,2,2,2,2,2,10,3.16,3,2,14,14,3.5,2,56,3,2013.2014
80617,1,2,2,2,2,2,2,2,2,1,0,1,1,3,3,0.43,1,19,4,2013.2014
80618,1,2,2,2,2,2,2,2,2,3,0.82,1,1,3,3,0.86,1,32,3,2013.2014
80619,1,2,2,2,2,2,2,2,2,5,0.73,1,1,6,6,1.04,1,33,3,2013.2014
80620,1,2,2,2,2,2,1,2,1,4,0.69,1,1,5,5,0.86,1,48,4,2013.2014
80621,1,2,2,2,2,2,1,2,2,7,1.74,2,2,7,7,1.74,1,62,4,2013.2014
