SEQN,Income from wages/salaries,Income from self employment,Income from Social Security or RR,Income from other disability pension,Income from retirement/survivor pension,Income from Supplemental Security,Income from state/county cash assistance,Income from interest/dividends or rental,Income from other sources,Monthly family income,Family monthly poverty level index,Family monthly poverty level category,Gender,Total household income,Total family income,A ratio of family income to poverty guidelines,In what country were you born?,Age,person's education level,Year
79942,1,2,1,2,2,1,2,2,2,7,1.29,1,1,5,5,0.86,1,54,2,2013.2014
79944,2,2,1,2,2,1,2,2,2,3,0.84,1,2,3,3,0.84,1,62,2,2013.2014
79946,1,2,2,2,2,2,2,2,2,11,4.03,3,2,15,15,4.19,2,43,5,2013.2014
79947,2,1,2,1,1,2,2,2,2,8,1.94,3,2,15,15,4.25,1,33,4,2013.2014
79948,1,2,2,2,2,2,2,2,2,11,4.03,3,2,15,15,4.19,1,43,5,2013.2014
79949,1,2,1,2,2,2,2,2,1,11,3.05,3,1,14,14,3.48,2,43,4,2013.2014
79950,1,2,1,2,1,2,2,2,2,8,1.44,2,2,10,10,2.15,2,80,3,2013.2014
79951,2,2,1,2,1,2,2,1,2,7,2.36,3,2,7,7,2.48,1,73,2,2013.2014
79952,2,2,1,1,2,2,2,2,2,3,0.85,1,1,5,5,1.29,1,55,1,2013.2014
79953,1,1,2,2,2,2,2,2,2,5,0.76,1,1,5,5,0.63,1,37,3,2013.2014
79954,1,2,1,2,2,2,2,1,2,10,5,3,1,10,10,5,1,80,2,2013.2014
79955,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,2,27,5,2013.2014
79956,2,2,1,2,1,1,2,2,2,6,1.31,2,1,1,1,0.12,1,72,3,2013.2014
79957,1,2,2,2,2,2,2,1,2,12,5,3,2,9,9,5,1,52,5,2013.2014
79958,1,1,1,2,2,2,2,1,2,12,5,3,2,15,15,5,1,70,5,2013.2014
79959,2,2,2,2,2,2,2,2,2,3,1.23,1,2,13,1,0.26,1,19,2,2013.2014
79960,1,2,2,2,2,2,2,2,2,4,1.07,1,2,10,5,1.53,1,26,4,2013.2014
79964,2,2,1,2,2,2,2,2,2,6,0.87,1,2,5,5,0.73,1,41,3,2013.2014
79965,1,2,2,2,2,2,2,1,2,11,4.3,3,2,15,14,4.4,1,50,5,2013.2014
79967,2,2,2,2,2,1,2,2,1,2,0.46,1,2,5,5,1.27,1,52,5,2013.2014
79968,1,2,2,2,2,2,2,2,2,10,2,3,2,8,8,1.39,1,40,5,2013.2014
79969,1,1,1,2,2,2,2,2,2,10,2.06,3,2,10,10,2.13,1,52,4,2013.2014
79970,2,2,1,1,2,2,2,2,2,3,0.94,1,1,3,3,1.04,1,71,3,2013.2014
79971,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,4.61,1,32,5,2013.2014
79972,1,2,2,2,2,2,2,2,2,6,0.76,1,2,7,7,0.88,2,39,2,2013.2014
79974,1,2,1,2,2,2,2,2,2,6,1.64,2,2,6,6,1.52,1,20,3,2013.2014
79975,1,2,2,2,2,2,2,2,2,9,2.18,3,1,9,9,2.18,1,40,5,2013.2014
79976,1,1,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,44,5,2013.2014
79977,2,2,1,2,1,2,2,1,2,11,5,3,1,14,14,5,1,74,5,2013.2014
79978,1,2,2,2,2,2,2,2,2,6,2.61,3,2,7,7,3.66,1,37,3,2013.2014
79979,2,2,1,1,1,2,2,2,2,6,1.79,2,1,6,6,1.79,1,80,1,2013.2014
79980,2,2,1,2,2,2,1,2,2,3,1.04,1,1,5,3,1,1,47,3,2013.2014
79981,1,1,2,2,2,2,1,2,2,6,1.09,1,1,7,7,1.27,1,74,4,2013.2014
79982,1,2,2,2,2,2,2,2,2,7,3.13,3,1,7,7,3.74,1,45,3,2013.2014
79984,1,2,2,2,2,2,1,2,2,2,0.3,1,2,5,2,0.29,1,32,3,2013.2014
79985,1,2,2,2,2,2,2,1,2,11,5,3,1,15,14,5,1,36,5,2013.2014
79986,1,2,2,2,2,2,2,2,1,8,2.3,3,1,7,7,2.13,1,28,4,2013.2014
79987,2,2,1,2,2,2,2,2,2,3,0.66,1,2,2,2,0.52,2,66,1,2013.2014
79988,2,2,2,2,2,1,2,2,2,3,0.83,1,1,2,2,0.69,1,57,3,2013.2014
79989,1,2,2,2,2,2,2,2,1,7,2.63,3,2,9,9,3.93,1,45,4,2013.2014
79990,1,2,2,2,2,2,2,2,2,4,0.38,1,1,5,5,0.48,1,56,3,2013.2014
79992,1,2,2,2,2,2,2,2,2,10,3.32,3,1,10,10,3.33,1,33,3,2013.2014
79993,1,1,2,2,2,2,2,2,2,5,0.76,1,2,5,5,0.63,1,37,3,2013.2014
79995,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,58,5,2013.2014
79996,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,58,5,2013.2014
79997,1,2,2,1,2,2,2,2,2,6,0.76,1,2,6,6,0.76,1,34,3,2013.2014
79998,1,2,2,2,2,2,2,2,2,8,1.44,2,2,7,7,1.33,2,42,1,2013.2014
79999,1,2,2,2,2,2,2,2,2,6,1.07,1,2,7,7,1.43,2,18,3,2013.2014
80000,1,2,2,2,2,2,2,2,2,4,0.97,1,2,2,2,0.35,1,26,4,2013.2014
80001,1,2,1,1,1,2,2,2,2,9,2.65,3,2,9,9,2.55,1,43,5,2013.2014
80002,1,2,2,2,2,2,2,2,2,8,1.93,3,1,8,8,1.79,1,55,3,2013.2014
80003,1,2,2,2,2,2,2,2,2,7,1.51,2,2,8,8,2.1,1,43,5,2013.2014
80004,1,2,2,2,2,2,2,2,2,7,1.44,2,1,7,7,1.27,1,43,3,2013.2014
80005,1,2,2,2,2,2,2,2,2,4,0.81,1,2,4,4,0.67,1,40,3,2013.2014
80006,1,2,1,2,2,2,2,2,2,4,0.92,1,1,9,9,3.07,2,80,3,2013.2014
80007,2,2,1,1,1,1,2,2,2,2,0.78,1,1,2,2,0.7,1,73,2,2013.2014
80009,1,2,2,2,2,2,2,2,1,10,2.06,3,2,10,10,2.15,1,36,3,2013.2014
80010,1,2,2,2,2,2,2,2,2,11,3.04,3,1,15,15,3.96,1,39,5,2013.2014
80012,1,2,2,1,2,1,2,2,2,2,0.19,1,1,4,4,0.47,1,56,3,2013.2014
80013,1,2,2,2,1,2,2,2,2,11,4.92,3,2,10,10,4.19,1,62,4,2013.2014
80014,1,1,1,2,1,2,2,2,2,12,5,3,1,15,15,5,1,44,5,2013.2014
80015,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,48,5,2013.2014
80016,1,2,1,2,2,2,2,2,2,5,0.75,1,1,5,5,0.63,2,40,3,2013.2014
80017,1,2,1,2,1,2,1,2,1,3,0.46,1,1,5,5,0.63,1,68,4,2013.2014
80019,2,2,1,1,2,1,2,2,2,5,0.64,1,1,5,5,0.67,1,73,2,2013.2014
80020,1,2,2,2,2,2,2,2,2,7,1.73,2,2,8,8,1.91,1,50,3,2013.2014
80022,1,1,2,2,2,2,1,2,2,4,0.75,1,1,5,5,0.92,1,55,1,2013.2014
80023,2,2,1,2,2,2,2,1,2,8,3.09,3,2,8,8,3.22,1,80,4,2013.2014
80024,1,2,2,2,2,2,2,2,2,7,1.97,3,2,7,7,2.05,2,43,2,2013.2014
80025,1,2,2,2,2,2,2,2,2,6,1.29,1,2,5,5,1.23,2,27,5,2013.2014
80026,1,2,2,2,2,2,2,2,2,5,1.21,1,2,10,10,3.54,1,56,5,2013.2014
80027,1,2,2,2,2,2,2,2,2,9,1.67,2,2,10,10,1.94,2,39,1,2013.2014
80028,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,54,5,2013.2014
80029,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,41,5,2013.2014
80030,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,2,63,5,2013.2014
80031,1,2,2,2,2,2,2,2,2,6,1.52,2,1,6,6,1.52,1,36,3,2013.2014
80032,1,2,2,2,2,2,2,2,2,10,3.06,3,1,15,15,4.67,1,46,3,2013.2014
80033,1,2,1,2,2,2,2,2,1,6,0.91,1,1,6,6,0.91,1,41,2,2013.2014
80034,1,1,2,2,2,2,2,2,2,5,2.06,3,2,7,7,3.6,1,39,3,2013.2014
80035,1,2,2,2,2,1,2,2,1,5,0.51,1,1,7,7,0.93,1,53,2,2013.2014
80037,2,2,1,2,2,2,2,2,2,9,3.87,3,1,9,9,3.87,1,64,3,2013.2014
80040,2,2,1,2,1,2,2,2,2,3,0.86,1,2,2,2,0.81,1,70,5,2013.2014
80041,1,2,2,2,2,2,2,2,2,3,0.46,1,2,5,5,0.93,2,42,4,2013.2014
80043,1,2,2,2,2,2,2,2,1,6,0.91,1,2,5,5,0.83,1,19,2,2013.2014
80044,2,2,1,2,1,2,2,1,2,8,3.09,3,1,15,15,5,1,77,2,2013.2014
80045,2,1,2,2,2,2,2,2,2,12,5,3,1,14,9,2.18,1,28,4,2013.2014
80046,1,2,2,2,2,2,2,2,2,2,0.27,1,2,4,4,0.47,1,33,3,2013.2014
80047,1,2,2,2,2,2,2,2,2,7,1.31,2,2,6,6,1.2,1,61,1,2013.2014
80048,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,42,4,2013.2014
80049,1,2,2,2,1,2,2,2,2,8,2.73,3,2,15,15,5,1,60,5,2013.2014
80050,1,1,2,2,2,2,2,2,2,4,0.75,1,1,15,15,4.61,1,36,3,2013.2014
80051,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,35,5,2013.2014
80053,1,1,2,2,2,2,2,2,2,5,1.53,2,1,6,6,1.91,1,50,4,2013.2014
80054,1,2,2,2,2,2,1,2,2,6,0.95,1,1,6,6,0.95,1,43,2,2013.2014
80055,1,2,2,2,2,2,2,2,2,6,0.99,1,2,8,8,1.42,2,44,2,2013.2014
80056,1,2,2,1,1,2,2,2,2,9,1.88,3,2,10,10,2.03,1,43,5,2013.2014
80057,1,2,2,2,2,2,2,2,2,11,3.57,3,2,14,14,3.61,1,35,4,2013.2014
80058,1,2,2,2,2,2,2,2,2,2,0.73,1,1,4,4,1.57,1,39,2,2013.2014
80059,1,1,2,2,2,2,2,1,2,5,1.02,1,2,5,5,0.85,2,47,5,2013.2014
80060,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,45,4,2013.2014
80061,1,2,2,2,2,2,2,2,2,9,3.03,3,2,15,10,3.44,1,51,4,2013.2014
80062,1,2,2,1,2,2,2,2,2,5,0.86,1,1,6,6,1,1,31,4,2013.2014
80063,1,2,1,2,2,2,2,2,2,9,3.03,3,1,9,9,3.03,1,80,4,2013.2014
80064,1,2,2,2,2,2,2,2,2,9,3.07,3,1,5,5,1.02,2,32,5,2013.2014
80065,1,2,2,1,2,2,2,2,2,6,0.76,1,1,6,6,0.76,1,34,3,2013.2014
80066,1,2,2,2,2,2,2,2,2,11,5,3,2,14,14,5,1,60,5,2013.2014
80067,2,2,2,2,2,1,2,2,2,3,0.88,1,1,1,1,0.42,2,65,4,2013.2014
80068,1,2,2,2,2,2,2,2,2,7,0.9,1,2,5,5,0.51,1,30,3,2013.2014
80069,1,2,2,2,2,2,2,2,2,5,0.92,1,1,7,5,0.85,1,35,3,2013.2014
80070,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,60,5,2013.2014
80071,1,2,1,2,2,2,2,2,2,3,1.03,1,2,3,3,1.11,1,66,2,2013.2014
80072,2,2,1,2,2,2,2,1,2,4,1.65,2,2,5,5,1.8,1,80,2,2013.2014
80073,1,2,2,2,2,2,2,1,2,9,3.87,3,2,8,8,3.22,2,57,5,2013.2014
80074,1,1,2,2,2,2,2,1,2,6,1.07,1,2,7,7,1.25,1,56,1,2013.2014
80075,1,2,2,2,2,2,2,2,2,12,5,3,1,15,15,5,2,32,5,2013.2014
80076,1,2,2,2,2,2,2,2,2,3,0.58,1,2,4,4,0.63,1,24,2,2013.2014
80077,1,2,2,2,2,2,2,1,2,9,2.52,3,2,15,15,5,1,48,5,2013.2014
80078,2,2,1,2,2,2,2,2,2,3,0.53,1,1,3,3,0.52,2,80,1,2013.2014
80080,2,2,1,2,1,1,2,1,2,12,5,3,2,15,15,5,1,73,5,2013.2014
80081,1,2,1,2,2,2,2,1,1,7,1.18,1,2,14,14,2.11,1,31,4,2013.2014
80082,1,1,1,2,1,2,2,2,2,8,3.91,3,2,8,8,4.28,1,79,5,2013.2014
80083,1,2,2,2,2,2,2,2,2,5,0.86,1,1,6,6,1.07,2,41,2,2013.2014
80084,2,2,1,1,1,2,2,1,2,7,2.4,3,2,7,7,2.39,1,65,5,2013.2014
80085,1,1,2,2,2,2,2,2,1,7,1.29,1,1,6,6,1.07,1,28,3,2013.2014
80087,1,2,2,2,2,2,2,2,2,11,3.92,3,2,15,15,4.19,1,30,4,2013.2014
80089,1,2,2,2,2,2,1,2,2,5,0.46,1,2,3,3,0.2,2,32,2,2013.2014
80091,1,2,1,2,2,2,2,2,2,7,2.71,3,1,8,8,3.09,1,65,2,2013.2014
80092,2,2,1,2,1,2,2,1,2,7,2.71,3,2,8,8,3.22,1,65,4,2013.2014
80093,1,2,2,2,2,2,2,2,2,12,4.04,3,2,15,15,3.93,2,46,5,2013.2014
80095,1,2,2,2,2,2,2,1,2,5,2.06,3,2,15,6,2.83,1,24,5,2013.2014
80097,1,2,2,2,2,2,2,2,2,11,4.18,3,1,15,15,5,1,24,4,2013.2014
80098,1,2,2,2,2,2,2,2,2,6,0.84,1,1,7,7,0.98,1,40,1,2013.2014
80099,2,2,1,2,1,2,2,1,2,8,3.91,3,1,10,10,5,1,80,4,2013.2014
80100,1,2,2,2,2,2,2,1,2,10,4.2,3,1,14,14,5,1,31,4,2013.2014
80102,1,2,2,2,2,2,2,2,2,7,3.46,3,2,7,7,3.43,2,57,4,2013.2014
80103,2,2,1,2,1,2,2,1,2,8,2.76,3,1,14,14,4.61,1,62,5,2013.2014
80105,1,2,2,2,2,2,2,2,2,5,1.23,1,1,6,6,1.43,1,62,5,2013.2014
80106,1,2,2,2,2,2,1,2,2,6,0.95,1,2,6,6,0.95,1,43,2,2013.2014
80107,1,2,2,1,1,2,2,1,2,12,4.3,3,2,15,15,5,1,70,5,2013.2014
80108,1,2,2,2,2,2,2,2,2,4,0.41,1,2,5,5,0.45,1,40,1,2013.2014
80109,1,2,2,2,2,2,2,1,2,11,3.52,3,2,14,14,3.56,1,33,5,2013.2014
80113,2,2,1,2,1,2,1,2,2,2,0.38,1,1,3,3,0.45,1,75,2,2013.2014
80114,1,2,2,2,2,2,2,2,2,3,0.93,1,2,3,3,0.86,1,60,4,2013.2014
80115,2,2,1,2,1,2,2,2,2,5,1.55,2,1,5,5,1.29,1,80,4,2013.2014
80118,1,2,2,2,2,2,2,2,2,6,1.41,2,2,8,8,1.95,1,35,3,2013.2014
80119,2,1,1,2,2,2,2,1,2,11,5,3,2,10,10,4.51,1,80,5,2013.2014
80120,1,2,2,2,2,2,2,2,2,1,0.18,1,2,3,3,0.51,1,32,4,2013.2014
80122,2,2,2,2,2,1,2,2,2,3,1.04,1,2,3,3,1,1,56,5,2013.2014
80123,1,2,1,2,2,2,2,2,2,8,2.33,3,1,9,9,2.87,1,59,3,2013.2014
80124,2,2,1,2,2,2,2,2,2,3,1.23,1,1,3,3,1.03,1,70,3,2013.2014
80125,1,2,2,2,2,2,2,2,2,5,0.92,1,2,5,5,0.85,1,40,3,2013.2014
80126,2,2,2,2,2,2,2,2,1,5,1.21,1,1,5,5,1.06,1,37,3,2013.2014
80127,1,1,2,2,2,2,2,2,2,12,5,3,1,15,15,5,1,57,5,2013.2014
80128,1,2,1,2,2,1,2,2,2,7,1.29,1,2,5,5,0.86,1,54,2,2013.2014
80129,1,1,1,2,1,2,2,1,2,6,1.62,2,1,14,14,4.84,1,76,4,2013.2014
80130,1,2,2,2,2,2,2,2,2,10,3.06,3,1,15,15,5,2,51,5,2013.2014
80131,2,2,2,2,2,2,2,2,1,2,0.6,1,2,2,2,0.45,1,34,2,2013.2014
80133,1,2,1,2,1,2,2,1,2,12,5,3,1,15,15,5,2,55,5,2013.2014
80134,1,1,2,2,2,2,2,2,2,6,1.07,1,2,6,6,0.9,1,41,1,2013.2014
80136,1,2,1,2,2,2,2,2,2,5,0.43,1,1,5,5,0.36,2,65,3,2013.2014
80137,1,1,2,2,2,2,2,2,2,3,0.84,1,1,7,7,2.23,2,55,3,2013.2014
80138,1,2,2,2,2,2,2,2,2,6,1.6,2,2,6,6,1.59,1,55,4,2013.2014
80139,1,2,2,2,2,2,2,2,2,8,2.73,3,2,8,8,2.53,2,39,4,2013.2014
80140,1,2,2,2,2,2,2,2,2,1,0,1,2,8,8,1.86,1,28,3,2013.2014
80141,1,2,2,2,2,2,2,2,2,7,1.81,2,1,7,7,1.76,1,38,3,2013.2014
80142,1,1,2,2,2,2,2,1,2,12,5,3,1,15,15,5,2,42,5,2013.2014
80143,1,2,2,2,2,2,2,2,2,2,0.46,1,1,77,1,0.17,2,29,5,2013.2014
80144,1,2,2,2,2,2,2,2,2,12,5,3,1,14,14,5,1,45,4,2013.2014
80146,1,1,2,2,2,2,1,2,2,2,0.21,1,1,2,2,0.21,2,34,3,2013.2014
80148,2,2,1,2,2,2,2,2,2,3,0.67,1,1,2,2,0.61,2,80,1,2013.2014
80150,1,2,1,2,2,2,2,2,2,5,1.07,1,2,5,5,1.07,1,50,5,2013.2014
80151,1,1,2,2,2,2,2,2,2,7,0.91,1,1,6,6,0.71,1,40,5,2013.2014
80152,1,2,1,2,2,2,2,2,2,9,3.87,3,1,14,14,5,1,64,5,2013.2014
80153,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,53,5,2013.2014
80154,1,1,2,2,2,2,2,2,2,6,1.18,1,2,6,6,0.98,1,35,2,2013.2014
80156,1,1,2,2,2,2,2,2,2,11,3.57,3,1,14,14,3.4,1,45,4,2013.2014
80157,1,1,2,2,2,2,2,2,2,5,0.91,1,2,5,5,0.84,2,42,3,2013.2014
80158,1,2,2,2,2,2,2,2,2,7,1.44,2,1,7,7,1.27,1,43,3,2013.2014
80160,1,2,2,2,2,2,2,1,2,11,3.48,3,2,15,15,5,1,45,5,2013.2014
80161,1,2,2,2,2,2,2,2,2,8,1.21,1,2,8,8,1.34,1,37,1,2013.2014
80162,1,2,1,2,1,2,2,2,2,10,1.82,2,2,9,9,1.51,1,42,3,2013.2014
80163,2,2,1,2,2,2,2,2,2,5,1.38,2,2,5,5,1.38,1,63,1,2013.2014
80165,1,2,2,2,2,2,2,2,2,6,1.68,2,2,9,9,3.69,2,66,3,2013.2014
80166,1,2,2,2,2,2,2,2,2,11,3.82,3,1,15,15,4.67,1,47,4,2013.2014
80167,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,41,5,2013.2014
80168,1,2,2,2,2,2,2,2,2,5,0.77,1,1,6,6,0.9,1,38,4,2013.2014
80169,1,2,2,2,2,2,2,2,2,9,2.15,3,2,12,10,2.33,2,49,2,2013.2014
80170,1,2,2,2,2,2,2,2,2,12,3.26,3,2,15,15,5,1,50,4,2013.2014
80172,1,2,2,2,2,2,2,2,2,8,1.91,3,2,10,10,2.73,1,25,4,2013.2014
80173,1,2,2,2,2,2,2,1,1,11,3.14,3,2,14,14,3.14,1,45,5,2013.2014
80174,2,2,1,2,1,2,2,2,2,7,2.71,3,2,7,7,2.26,2,60,4,2013.2014
80175,1,1,1,2,2,2,2,2,1,8,2.43,3,1,7,7,1.77,1,72,5,2013.2014
80176,1,2,2,2,2,2,2,2,2,6,0.99,1,2,8,8,1.61,1,40,3,2013.2014
80177,1,2,2,2,2,2,2,2,2,5,0.86,1,1,5,5,0.72,1,52,2,2013.2014
80178,1,2,2,2,2,2,2,2,2,11,5,3,1,10,10,4.51,1,35,2,2013.2014
80180,1,2,2,2,2,2,2,2,2,12,3.75,3,1,15,15,4.69,1,46,4,2013.2014
80181,2,2,1,2,2,2,2,1,2,5,1.94,3,2,6,6,2.4,1,69,5,2013.2014
80182,2,2,2,2,2,2,2,2,2,1,0,1,2,1,1,0.02,2,44,1,2013.2014
80183,2,2,1,2,1,2,2,2,2,6,2.78,3,1,7,7,3.43,1,75,5,2013.2014
80184,1,2,2,2,2,2,2,2,2,1,0,1,1,6,6,0.89,1,18,4,2013.2014
80185,2,2,1,2,2,2,2,2,2,3,0.74,1,1,6,6,1.28,2,63,2,2013.2014
80186,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,4.61,1,37,4,2013.2014
80187,1,2,2,2,2,2,1,2,2,5,1.01,1,1,5,5,0.84,1,55,1,2013.2014
80188,1,2,2,2,1,2,2,2,2,10,5,3,1,8,7,3.48,1,58,5,2013.2014
80189,1,2,2,2,2,2,2,1,2,10,3.02,3,1,15,15,5,1,38,5,2013.2014
80190,1,2,2,2,2,2,2,2,2,4,0.56,1,2,4,4,0.59,1,33,4,2013.2014
80191,1,2,2,2,2,2,2,2,2,3,0.4,1,1,8,8,1.43,1,30,4,2013.2014
80193,1,2,2,2,2,2,2,2,1,6,2.61,3,2,9,9,5,1,43,2,2013.2014
80194,1,2,2,2,2,2,2,2,1,12,5,3,2,14,14,3.79,1,51,1,2013.2014
80195,1,2,2,2,2,2,2,2,2,5,0.68,1,1,5,5,0.63,1,37,1,2013.2014
80196,1,2,2,2,2,2,2,2,2,10,2.61,3,1,10,10,2.54,1,35,2,2013.2014
80197,1,2,2,2,2,2,2,2,2,5,0.75,1,1,6,6,1.03,2,44,2,2013.2014
80198,1,2,2,2,2,2,2,1,2,11,3.05,3,2,15,15,4.72,1,41,5,2013.2014
80199,1,2,2,2,1,2,2,2,2,7,3.66,3,2,8,8,4.35,1,61,4,2013.2014
80200,1,2,2,2,2,2,2,2,2,11,5,3,1,14,14,5,1,57,5,2013.2014
80201,2,2,2,2,2,1,2,2,2,3,0.86,1,2,6,2,0.86,2,64,2,2013.2014
80202,1,2,2,2,2,2,2,2,2,9,2.18,3,1,8,8,1.81,1,52,5,2013.2014
80204,1,2,2,2,2,2,2,1,2,8,2.76,3,1,7,7,2.2,2,59,3,2013.2014
80205,2,2,1,1,2,2,1,2,2,4,1.44,2,1,4,4,1.29,1,75,3,2013.2014
80206,2,2,1,2,2,2,2,2,2,3,0.92,1,2,3,3,0.83,2,63,2,2013.2014
80207,1,2,1,2,2,2,1,2,2,8,1.33,2,2,6,6,0.83,1,49,2,2013.2014
80208,1,2,1,2,2,2,2,2,2,10,2.8,3,1,9,9,2.34,1,56,4,2013.2014
80210,1,2,2,2,2,2,2,2,2,11,3.04,3,1,14,14,2.69,2,59,1,2013.2014
80211,1,2,2,2,2,2,2,2,2,7,1.81,2,2,15,15,4.4,1,38,3,2013.2014
80212,1,2,2,2,1,2,2,2,2,9,3.81,3,2,14,14,5,1,63,4,2013.2014
80215,1,2,2,2,2,2,2,2,2,5,1.98,3,1,14,5,1.91,1,20,4,2013.2014
80216,1,2,1,1,1,2,2,2,2,7,1.01,1,2,7,7,1.01,1,66,2,2013.2014
80217,1,2,2,2,2,2,2,2,2,5,1.01,1,2,2,2,0.35,1,28,4,2013.2014
80220,1,2,2,2,2,2,1,2,2,3,0.87,1,2,15,4,1.46,1,48,3,2013.2014
80221,1,2,2,2,2,2,2,2,2,6,1.27,1,1,6,6,1.27,2,40,4,2013.2014
80222,2,2,2,1,2,1,2,2,1,5,1.01,1,2,4,4,0.82,1,57,2,2013.2014
80223,1,2,2,2,2,2,2,2,2,11,3.05,3,2,7,7,1.34,1,31,4,2013.2014
80225,2,2,1,2,2,2,2,2,2,3,0.86,1,2,3,3,0.78,2,40,3,2013.2014
80226,1,2,2,2,2,1,2,2,2,7,1.31,2,1,6,6,1.02,1,30,4,2013.2014
80227,1,2,2,2,2,2,2,1,2,11,2.16,3,1,14,14,2.22,1,37,4,2013.2014
80228,1,1,2,2,2,2,2,1,2,6,1.41,2,1,10,10,2.73,1,38,5,2013.2014
80229,1,2,2,2,2,2,2,2,1,2,0.25,1,2,2,2,0.3,1,33,3,2013.2014
80230,2,2,1,1,2,2,2,2,2,4,1.06,1,2,4,4,1.04,1,51,4,2013.2014
80231,1,2,2,2,2,2,2,2,2,4,0.79,1,2,4,4,0.86,1,36,4,2013.2014
80233,1,2,2,2,2,2,1,2,1,4,0.69,1,1,5,5,0.86,1,48,4,2013.2014
80234,1,2,2,2,2,2,2,2,2,7,1.94,3,2,8,8,2.63,2,50,1,2013.2014
80235,1,2,2,2,2,2,2,2,2,8,2.01,3,2,9,9,2.52,2,44,3,2013.2014
80236,1,1,2,2,2,2,2,2,1,6,1.29,1,2,6,6,1.33,1,52,4,2013.2014
80237,1,2,2,2,1,2,2,1,2,12,5,3,1,15,15,5,1,62,5,2013.2014
80238,1,2,1,1,1,2,2,2,2,9,3.03,3,1,9,8,2.53,1,68,4,2013.2014
80239,1,2,2,2,2,2,2,2,1,8,2.43,3,1,10,10,3.28,1,40,5,2013.2014
80240,1,1,2,2,2,2,2,2,1,8,1.94,3,2,8,8,2.12,1,35,3,2013.2014
80243,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,35,5,2013.2014
80244,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,35,5,2013.2014
80245,1,2,2,2,2,2,2,2,1,6,1.26,1,1,7,7,1.47,1,52,5,2013.2014
80246,1,1,2,2,2,2,2,1,1,11,4.84,3,1,15,14,4.84,1,52,5,2013.2014
80247,1,2,1,2,2,2,2,2,2,4,1.48,2,2,4,4,1.38,1,58,2,2013.2014
80248,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,29,4,2013.2014
80249,2,2,1,2,2,1,2,2,2,3,0.92,1,1,3,3,0.76,1,50,2,2013.2014
80250,2,2,1,2,1,2,2,1,2,9,3.81,3,1,7,7,2.67,1,72,4,2013.2014
80251,1,2,2,2,2,2,2,2,2,5,0.76,1,2,7,7,1.27,2,35,4,2013.2014
80252,1,2,2,2,2,2,2,2,2,12,5,3,2,15,7,3.17,1,57,4,2013.2014
80253,1,2,2,2,2,2,2,2,2,11,4.92,3,1,14,14,4.61,2,37,5,2013.2014
80254,1,2,2,2,2,2,2,2,2,8,2.64,3,2,9,9,3.17,2,31,5,2013.2014
80255,2,2,2,2,2,2,2,2,1,3,0.6,1,2,5,5,0.84,1,31,3,2013.2014
80257,1,2,2,2,2,2,1,2,1,4,0.86,1,2,6,6,1.28,1,31,3,2013.2014
80258,1,2,2,2,2,2,2,2,2,6,1.46,2,1,5,5,1.16,1,41,5,2013.2014
80259,1,2,1,2,2,1,1,2,2,5,0.76,1,1,7,7,1.2,1,25,2,2013.2014
80260,1,2,2,2,2,2,2,2,1,8,2.46,3,1,14,14,4.61,2,32,5,2013.2014
80262,2,2,1,2,1,2,2,1,2,7,3.6,3,2,15,8,4.28,1,79,4,2013.2014
80263,1,2,2,1,2,2,2,2,2,2,0.58,1,1,3,3,0.84,1,52,2,2013.2014
80266,1,2,1,2,2,2,2,1,2,12,4.3,3,2,15,15,4.48,1,72,2,2013.2014
80267,1,2,2,2,1,2,2,1,2,8,3.25,3,1,7,7,2.26,1,61,5,2013.2014
80269,1,2,2,2,2,2,2,2,2,6,1.07,1,1,7,7,1.43,2,18,3,2013.2014
80270,1,2,2,2,2,2,2,2,2,4,0.61,1,1,5,5,0.63,1,38,4,2013.2014
80271,1,2,2,2,2,2,2,2,2,8,1.04,1,1,8,8,1.03,1,27,2,2013.2014
80272,1,2,2,2,2,2,2,2,2,5,0.91,1,2,5,5,0.96,2,51,1,2013.2014
80273,1,1,2,2,2,2,2,1,2,12,4.3,3,1,15,15,4.3,1,44,2,2013.2014
80274,2,2,1,2,2,2,2,2,1,6,2.3,3,2,7,5,2.09,2,70,2,2013.2014
